game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2022-04-04,706874,5,3,8,Victor Bericoto,682674,Jimmy Glowenke,694368,Brett Auerbach,682266,Ghordy Santos,672775,Abdiel Layer,676075,Curt Casali,592200,casalcu01,Carter Aldrete,666177,Brandon Belt,474832,beltbr01,Jason Vosler,613564,vosleja01,Dalton Kelly,665138,Stephen Vogt,519390,vogtst01,Drew Jackson,623515,jacksdr01,Dereck Salom,678828,Stephen Piscotty,572039,piscost01,Cristian Pache,665506,pachecr01,Christian Bethancourt,542194,bethach01,Elvis Peralta,669687,Christian Lopes,547173,lopesch01,DeSclafani,543101,desclan01,Rubio,676298,Leone,608678,leonedo01,Long,669674,longsa01,Brebbia,605154,brebbjo01,"Irvin, C",608344,irvinco01,"Jackson, Z",667427,jacksza02,"Jiménez, D",666204,jimenda01,Lemoine,621082,lemoija01
