game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-10,642051,2,3,5,Max Moroff,621559,morofma01,Conner Capel,668843,capelco01,Harrison Bader,664056,baderha01,Lars Nootbaar,663457,nootbla01,Edmundo Sosa,624641,sosaed01,Austin Dean,621573,deanau01,John Nogowski,596056,nogowjo01,José Rondón,602922,rondojo02,Tyler Heineman,623168,heinety01,Jake Noll,669738,nollja01,Yasmany Tomás,630111,tomasya01,Jackson Cluff,687714,Carlos Tocci,624636,toccica01,Blake Swihart,596119,swihabl01,Yadiel Hernandez,628450,hernaya01,Adrián Sanchez,506703,sanchad01,Yasel Antuna,671276,Brandon Snyder,474319,snydebr03,Flaherty,656427,flaheja01,Oviedo,670912,oviedjo01,Parsons,682418,Scherzer,453286,scherma01,Voth,608723,vothau01,Clay,621348,claysa01,"Harper, R",607560,harpery01,McGowin,641851,mcgowky01,Braymer,664069,braymbe01
