game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-18,719068,1,5,6,Kody Clemens,665019,clemeko01,Darick Hall,669742,hallda02,Dustin Peterson,640460,peterdu01,Wendell Rijo,620442,Nick Podkul,674951,Pedro Martinez,680932,Cody Roberts,663944,Ethan Wilson,681159,Garrett Whitley,663605,Yolmer Sánchez,570560,sanchca01,Ehire Adrianza,501303,adriaeh01,Jordan Luplow,656669,luplojo01,Joe Hudson,621529,hudsojo03,Jacob Pearson,669245,Cade Bunnell,685298,Ethan Workinger,689688,Ryan Casteel,592205,Vaughn Grissom,687093,grissva01,Abel,690953,Moore,686842,mooremc01,"Vasquez, A",607755,vasquan02,"Marte, Y",628708,marteyu01,Appel,571446,appelma01,Zarbnisky,675640,Lindow,676600,Dodd,689266,dodddy01,Montilla,673387,"Jiménez, J",641729,jimenjo02,Yates,489446,yateski01,Luetge,476595,luetglu01,Swarmer,664161,swarmma01
