game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-23,747843,2,2,4,Brady House,691781,Nasim Nuñez,683083,nunezna01,Trey Lipscomb,702358,lipsctr01,Juan Yepez,660766,yepezju01,T.J. White,695604,Johnathon Thomas,684976,Andrew Pinckney,687605,Victor Robles,645302,roblevi01,Israel Pineda,672832,pinedis01,Thomas Saggese,695336,Ramon Mendoza,680636,Nick Dunn,680709,Bryan Torres,663494,Alex Iadisernia,805280,Michael Siani,672279,sianimi01,Pedro Pagés,686780,pagespe02,José Fermín,665877,fermijo01,Osvaldo Tovalin,694976,"Irvin, J",663623,irvinja01,Rainey,663432,raineta01,"Garcia, Ro",676395,garciro04,Weems,607179,weemsjo01,Mikolas,571945,mikolmi01,Liberatore,669461,liberma01,Kittredge,552640,kittran01,"Romero, J",668941,romerjo01,O'Brien,676617,obrieri01
