game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-20,747880,1,5,6,Coco Montes,663796,monteco01,Aaron Schunk,668845,Sam Hilliard,656541,hillisa01,Jimmy Herron,676939,Michael Toglia,669911,toglimi01,Sean Bouchard,656248,bouchse01,Jack Blomgren,685076,Bradley Zimmer,605548,zimmebr01,Elehuris Montero,660707,monteel01,Jake McCarthy,664983,mccarja02,Blaze Alexander,677942,alexabl01,Kevin Newman,621028,newmake01,Pavin Smith,656976,smithpa04,Jace Peterson,607054,peterja01,Gavin Logan,678099,Wilderd Patiño,679741,Brett Johnson,805842,Elvis Andrus,462101,andruel01,"Lambert, P",663567,lambepe01,Curtiss,595928,curtijo02,Justice,687145,justiev01,Koch,571863,kochma01,Molina,683627,molinan01,Henry,674072,henryto01,Mantiply,573009,mantijo01,McGough,543518,mcgousc01,Jarvis,686826,jarvibr01,Frías,666818,friaslu01
