game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,over_under_runline
633256,2021-07-18,5,0,5,141,Toronto Blue Jays,140,Texas Rangers,27010,27002,Isiah Kiner-Falefa,643396,kineris01,Nathaniel Lowe,663993,lowena01,Adolis García,666969,garciad02,Joey Gallo,608336,gallojo01,John Hicks,543308,hicksjo02,Eli White,642201,whiteel04,David Dahl,621311,dahlda01,Nick Solak,669256,solakni01,Marcus Semien,543760,semiema01,Bo Bichette,666182,bichebo01,Vladimir Guerrero Jr.,665489,guerrvl02,George Springer,543807,springe01,Teoscar Hernández,606192,hernate01,Randal Grichuk,545341,grichra01,Lourdes Gurriel Jr.,666971,gurrilo01,Santiago Espinal,669289,espinsa01,Hyun Jin Ryu,547943,ryuhy01,Kolby Allard,663465,allarko01,Josh Sborz,622250,sborzjo01,
