game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2022-03-24,706972,6,6,12,Eddy Alvarez,657193,alvared01,Omar Estévez,666784,Stefen Romero,552662,romerst01,Leonel Valera,665987,Jason Martin,641829,martija03,Zach McKinstry,656716,mckinza01,Andy Burns,542992,burnsan01,Tony Wolters,547172,wolteto01,Justin Yurchak,657144,D.J. Peterson,592637,Kyle Holder,664060,Braxton Fulford,690924,Tim Lopes,621005,lopesti01,Zac Veen,691728,Scott Schebler,594988,schebsc01,Sean Bouchard,656248,bouchse01,Ezequiel Tovar,678662,tovarez01,Kyle Datres,663979,Gonsolin,664062,gonsoto01,Anderson,542881,anderty01,Ferguson,657571,ferguca01,Vesia,681911,vesiaal01,Cleavinger,664076,cleavga01,Moronta,606625,moronre01,Neal,594943,nealza01,"Smith, C",663385,smithch12,Dennis,668757,Gaddis,657581,Gilbreath,656458,gilbrlu01,Kennedy,663943
