game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
2022-07-29,661406,7,3,10,Nick Allen,669397,allenni02,Stephen Piscotty,572039,piscost01,Skye Bolt,621450,boltsk01,Vimael Machín,605353,machivi01,Seth Brown,664913,brownse01,Ramón Laureano,657656,laurera01,Tony Kemp,643393,kempto01,Sean Murphy,669221,murphse01,Elvis Andrus,462101,andruel01,Leury García,544725,garcile02,Yasmani Grandal,518735,grandya01,Yoán Moncada,660162,moncayo01,Josh Harrison,543281,harrijo05,AJ Pollock,572041,polloaj01,José Abreu,547989,abreujo02,Gavin Sheets,657757,sheetga01,Reese McGuire,624512,mcguire01,Eloy Jiménez,650391,jimenel02,Kaprielian,621076,kaprija01,Acevedo,642758,acevedo01,"Jackson, Z",667427,jacksza02,Trivino,642152,trivilo01,Lynn,458681,lynnla01,Martin,663436,martida03
