game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2023-03-13,719146,7,11,18,Diego Rincones,665651,Eric De La Rosa,680763,Eliezer Alfonzo,672613,Austin Murr,689456,Izaac Pacheco,691789,Trei Cruz,669360,Michael Papierski,657709,papiemi01,Corey Joyce,687144,Ben Malgeri,701162,Jacob Teter,679628,Max Wagner,694484,Robert Neustrom,680438,Cadyn Grenier,663760,Colton Cowser,681297,cowseco01,Hudson Haskin,681370,Anthony Bemboom,621532,bemboan01,Daz Cameron,663662,camerda01,Connor Norby,681393,Logue,656657,logueza01,Brieske,689225,briesbe01,Lescher,676737,Cisnero,542585,cisnejo01,Vest,676684,vestwi01,"García, R",665621,garciro03,De Jesus,669804,dejesan01,Magno,687841,Gibson,502043,gibsoky01,Givens,571710,givenmy01,Vespi,663989,vespini01,Bazardo,660825,bazared01,Stallings,668831,Richmond,689968,Elliott,663578
