game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2024-03-04,748110,1,2,3,Luis Vazquez,676679,vazqulu01,Yohendrick Pinango,682818,Chase Strumpf,668664,Ezequiel Pagan,681868,Bryce Windham,690180,Matt Shaw,807713,Pablo Aliendo,680846,Christian Franklin,681047,David Bote,623520,boteda01,Matthew Batten,676946,battema01,Graham Pauley,688363,paulegr01,Clay Dungan,687867,Jakob Marsee,805300,Dillon Head,702977,Kevin Plawecki,608700,plaweke01,José Azocar,640492,azocajo01,Cal Mitchell,668751,mitchca01,Mason McCoy,669200,mccoyma01,Wicks,696136,wicksjo01,Sanders,676742,"Thompson, K",624522,thompke02,Cuas,621016,cuasjo01,Brewer,605155,breweco01,Clarke,669247,Brito,666745,britojh01,Kolek,663568,kolekst01,Waldron,663362,waldrma01,"Peralta, Wa",593974,peralwa01
