game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_9_Name,Away_P_9_ID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID
2024-02-26,748222,8,3,11,Tristan Peters,671976,Tanner Murray,695020,Nick Meyer,680722,Ricardo Genovés,665648,Kenny Piper,700652,Ruben Cardenas,665180,Kameron Misner,670224,Carson Williams,700246,C.J. Hinojosa,546994,Dylan Beavers,687637,Collin Burns,700936,Frederick Bencosme,695930,TT Bowens,688449,Jud Fabian,682983,Carter Young,677356,Silas Ardoin,686976,Daniel Johnson,669288,johnsda07,Connor Pavolony,680935,Martin,694680,Belge,666122,"Smith, B",572143,smithbu03,Kelly,687330,kellyke02,Uceta,670955,ucetaed01,Brigden,688953,Mejia,684871,Sterner,686993,Erbe,669652,Povich,700249,"Pérez, C",672335,perezci01,Coulombe,543056,couloda01,Armbruester,701859,Brnovich,686599
