game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2022-03-31,706856,4,4,8,AJ Graffanino,664690,Shayne Fontana,687833,Zach Watson,668789,Toby Welk,688610,Beau Taylor,607333,taylobe11,Cody Roberts,663944,Richie Martin,621006,martiri01,Dylan Harris,690429,César Prieto,693409,Matt Fraizer,670208,Michael Chavis,656308,chavimi01,Nick Gonzales,693304,gonzani01,Liover Peguero,678894,pegueli01,Bligh Madris,676632,madribl01,Jack Suwinski,669261,suwinja01,Jared Triolo,669707,triolja01,Taylor Davis,543089,davista01,Jamie Ritchie,657739,"Wells, T",669330,wellsty01,Baker,641329,bakerbr01,Akin,669211,akinke01,Sulser,642121,sulseco01,"Pérez, C",672335,perezci01,"Thompson, Z.R.",605507,thompza01,"Stratton, C",608717,stratch01,Medina,658431,medinad01,Roman,680653,Hembree,592390,hembrhe01,Bednar,670280,bednada01,Case,681902
