game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
2021-05-25,633969,2,2,Jean Segura,516416,segurje01,Nick Maton,665155,matonni01,Héctor Neris,593576,nerishe01,Alec Bohm,664761,bohmal01,Andrew Knapp,595284,knappan01,Roman Quinn,596451,quinnro01,Odúbel Herrera,546318,herreod01,Matt Joyce,459964,joycema01,Rhys Hoskins,656555,hoskirh01,Adam Duvall,594807,duvalad01,Corey Dickerson,572816,dickeco01,Ross Detwiler,446321,detwiro01,Jon Berti,542932,bertijo01,Magneuris Sierra,642423,sierrma01,Miguel Rojas,500743,rojasmi02,Isan Díaz,656371,diazis01,Jorge Alfaro,595751,alfarjo01,Jesús Aguilar,542583,aguilje01,Velasquez,592826,velasvi01,Coonrod,656322,coonrsa01,Alvarado,621237,alvarjo03,Neris,593576,nerishe01,"Alcantara, S",645261,alcansa01,Detwiler,446321,detwiro01
