game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-27,642124,6,6,12,Pablo Reyes,622569,reyespa01,Jace Peterson,607054,peterja01,Payton Henry,668721,henrypa01,Corey Ray,641999,rayco01,Luke Maile,571912,mailelu01,Brice Turang,668930,turanbr02,Jamie Westbrook,642197,Miguel Sánchez,667376,sanchmi01,Zach Green,608339,greenza01,Erick Mejia,625510,mejiaer01,Erick Peña,691179,Anderson Miller,663402,Bubba Starling,605490,starlbu01,Clay Dungan,687867,Nick Loftin,679845,loftini01,MJ Melendez,669004,melenmj01,Nick Pratto,668472,prattni01,Ryan McBroom,643436,mcbrory01,Woodruff,605540,woodrbr01,"Perdomo, A",622780,perdoan01,Zimmermann,519455,zimmejo02,Rasmussen,656876,rasmudr01,"Sánchez, M",667376,sanchmi01,"Keller, B",641745,kellebr01,"Holland, G",518813,hollagr01,Snider,676092,snideco01,Staumont,622251,staumjo01,Heasley,669169,heasljo01
