game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-15,719101,3,4,7,Tucker Bradley,674646,Jack Pineda,801442,Jake Means,689374,Jorge Bonifacio,593528,bonifjo01,Jimmy Govern,687349,Luca Tresh,681123,Parker Bates,687614,Morgan McCullough,668833,José Briceño,593993,bricejo01,Elier Hernandez,609274,hernael02,Jax Biggers,680890,Sandro Fabian,660758,Blaine Crim,688760,Kellen Strahm,687005,Frainyer Chavez,669413,Trevor Hauver,669386,Sandy León,506702,leonsa01,Diosbel Arias,677690,Lyles,543475,lylesjo01,Pennington,679156,"Garrett, A",607237,garream01,Coleman,669395,colemdy01,"Taylor, J",657031,taylojo02,Snider,676092,snideco01,Cox,680735,coxau01,Dunning,641540,dunnida01,King,667463,kingjo01,"Kennedy, I",453178,kenneia01,Moronta,606625,moronre01,"Hernández, J",642546,hernajo02
