game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-27,719414,4,4,8,Robbie Glendinning,674671,John Rave,670231,Nate Eaton,681987,eatonna01,Parker Bates,687614,Matt Duffy,622110,duffyma01,José Briceño,593993,bricejo01,Jorge Bonifacio,593528,bonifjo01,Jackie Bradley Jr.,598265,bradlja02,Nicky Lopez,670032,lopezni01,Jonah Heim,641680,heimjo01,Nathaniel Lowe,663993,lowena01,Josh Jung,673962,jungjo01,Mitch Garver,641598,garvemi01,Josh Smith,669701,smithjo11,Corey Seager,608369,seageco01,Marcus Semien,543760,semiema01,Adolis García,666969,garciad02,Robbie Grossman,543257,grossro01,Bubic,663460,bubickr01,Weiss,680802,"Barlow, S",605130,barlosc01,"Garrett, A",607237,garream01,Coleman,669395,colemdy01,Cuas,621016,cuasjo01,Cruz,674444,cruzst01,Eovaldi,543135,eovalna01,Burke,656271,burkebr01,"Smith, W",519293,smithwi04,"Hernández, J",642546,hernajo02,Leclerc,600917,leclejo01
