game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-11,719172,2,4,6,Pablo Reyes,622569,reyespa01,Trenton Brooks,670092,Max Muncy,691777,Tyler Soderstrom,691016,soderty01,Dérmis Garcia,660650,garcide02,Michael Guldberg,680671,Tyler Wade,642180,wadety01,Logan Davidson,669722,JJ Bleday,668709,bledajj01,Angel Martínez,682657,Micah Pries,687588,Jhonkensy Noel,678877,Zack Collins,641470,colliza01,David Fry,681807,fryda01,Angel Zarate,702311,Pres Cavenaugh,688907,José Tena,677588,tenajo01,Juan Brito,682877,Waldichuk,686610,waldike01,Acevedo,642758,acevedo01,"Smith, C",663385,smithch12,Cusick,680743,Long,621048,Civale,650644,civalaa01,Stephan,663986,stephtr01,"De Los Santos, E",660853,delosen01,Sandlin,680704,sandlni01,Cantillo,676282,Battenfield,685410,battepe01,"Allen, L.T.",671106,allenlo02
