game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-25,747815,3,4,7,Ernie Clement,676391,clemeer01,Luis De Los Santos,665782,Leo Jimenez,677870,Rafael Lantigua,672463,Will Robertson,683770,Steward Berroa,672642,Max McDowell,664120,Damiano Palmegiani,671913,Daniel Vogelbach,596129,vogelda01,Mike Jarvis,690448,Lonnie White Jr.,696145,Jake Lamb,571875,lambja01,Kalae Harrison,695013,Alika Williams,675961,willial04,Gilberto Celestino,665482,celesgi01,Shalin Polanco,694186,Grant Koch,667428,Estuar Suero,800209,Gausman,592332,gausmke01,Mayza,641835,mayzati01,Boyer,801682,Pop,647315,popza01,Clifton,641461,Mayers,594577,mayermi01,Parsons,641149,parsowe01,"Gonzales, M",594835,gonzama02,Honeywell,641703,honeybr01,Borucki,621366,borucry01,Ryan,656924,ryanry01,Lauer,641778,lauerer01,"Ortiz, L.L.",682847,ortizlu03,"Peralta, Wi",503449,peralwi01
