game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-12,719150,5,3,8,Eddy Alvarez,657193,alvared01,Wes Clarke,682265,Brian Navarreto,640459,navarbr01,Eric Brown Jr.,687521,Jon Singleton,572138,singljo02,Lamar Sparks,676473,Monte Harrison,656509,harrimo01,Cam Devanney,687478,Jackson Chourio,694192,chourja01,Christopher Morel,666624,morelch01,Luis Torrens,620443,torrelu01,Zach McKinstry,656716,mckinza01,Nelson Maldonado,663891,Mike Tauchman,643565,tauchmi01,Sergio Alcántara,642727,alcanse01,Dom Nuñez,624513,nunezdo01,Cole Roederer,680711,David Bote,623520,boteda01,Junk,676083,junkja01,Gasser,688107,gassero01,Varland,681402,varlagu01,"Miller, T",668338,millety01,Milner,571948,milneho01,"Peguero, E",665625,pegueel01,Sampson,592716,sampsad01,"Thompson, K",624522,thompke02,Fulmer,605242,fulmemi01,Wick,592858,wickro01,Hughes,676714,hughebr01,"Rodríguez, M",655889,rodrima01
