game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-22,747848,4,4,8,Brewer Hicklen,676551,hicklbr01,Owen Miller,680911,milleow01,Ethan Murray,696140,Jadher Areinamo,699130,David García,671272,Oliver Dunn,686554,dunnol01,Chavez Young,669945,Reece Walling,800617,Luis Lara,800325,Lazaro Montes,703155,Jared Oliva,666931,olivaja01,Cole Young,702284,Tyler Locklear,682988,Josh Hood,681377,RJ Schreck,702302,Luis Suisbel,692044,Ben Ramirez,668756,Jake Anchia,680971,"Peralta, F",642547,peralfr01,Blackwood,670154,Vieira,600986,vieirth01,Uribe,682842,uribeab01,Milner,571948,milneho01,Zastryzny,642239,zastrro01,"Castillo, L",622491,castilu02,Bolton,675989,boltoco01,Stanek,592773,stanery01,de Geus,676969,degeubr01,Snead,669912,sneadki01
