game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2024-02-26,748224,1,1,2,Mike Antico,690443,Moisés Gómez,664332,Matt Koperniak,689288,José Fermín,665877,fermijo01,Luken Baker,663609,bakerlu01,Arquímedes Gamboa,660614,César Prieto,693409,Jared Young,676724,youngja02,Jimmy Crooks,699625,José Devers,672701,deverjo01,Griffin Conine,665052,Harrison Spohn,695461,Jacob Amaya,676070,amayaja01,Victor Mesa Jr.,683748,Jacob Berry,694351,Will Banfield,677943,Javier Sanoja,691594,Marty Costes,664753,Robberse,691828,Gallegos,606149,gallegi01,Kittredge,552640,kittran01,Svanson,694335,Hjerpe,687309,Loutos,702795,Baker,694536,"Pérez, Eu",691587,perezeu02,Villalobos,681871,villael02,McCaughan,670766,mccauda01,"Muñoz, Rod",682610,munozro01,Andriese,542882,andrima01,"Arias, L",678215,Alvarado,665660
