game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2022-03-25,707038,3,6,9,Pedro Castellanos,665776,Eddinson Paulino,682796,Connor Wong,657136,wongco01,Franchy Cordero,614173,cordefr02,Christian Koss,683766,Tyler Dearden,676280,Tyler McDonough,694812,Tyreque Reed,676627,David Hamilton,666152,hamilda03,Michael Harris II,671739,harrimi04,Pat Valaika,642162,valaipa01,Travis Demeritte,641513,demertr01,William Contreras,661388,contrwi02,Brock Holt,571788,holtbr01,John Nogowski,596056,nogowjo01,Ryan Goins,572365,goinsry01,Guillermo Heredia,628338,heredgu01,Orlando Arcia,606115,arciaor01,Houck,656557,houckta01,Wallace,686608,"Barnes, M",598264,barnema01,"Davis, A",656354,davisau01,Hernández,650382,hernada02,German,681464,germafr02,Bello,678394,bellobr01,"Anderson, I",666120,anderia01,Thornburg,592804,thornty01,Jansen,445276,janseke01,"Smith, W",519293,smithwi04,Muller,666205,mulleky01,Kingham,663884
