game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-12,747993,14,1,15,Brett Phillips,621433,phillbr02,Mark Payton,592622,paytoma01,Braden Shewmake,669699,shewmbr01,Gavin Sheets,657757,sheetga01,Danny Mendick,664901,mendida01,Rafael Ortega,542364,ortegra01,Lenyn Sosa,672820,sosale01,Korey Lee,686676,leeko01,Chuckie Robinson,642020,robinch04,Will Benson,666181,bensowi01,P.J. Higgins,664731,higgipj01,Bubba Thompson,669352,thompbu01,Connor Burns,694829,Tony Kemp,643393,kempto01,Conner Capel,668843,capelco01,Austin Wynns,642851,wynnsau01,Erik González,570481,gonzaer01,Hernán Pérez,541650,perezhe01,Cease,656302,ceasedy01,"García, D",665620,garcide01,Nastrini,680897,nastrni01,"Anderson, J",605121,anderju01,Ashcraft,668933,ashcrgr01,"Cruz, F",518585,cruzfe01,Pagán,641941,paganem01,"Farmer, B",571656,farmebu01,"Young, Al",622065,youngal01,Busenitz,641427,busenal01,Antone,622088,antonte01
