game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-29,706833,11,4,15,Freddy Fermin,666023,fermifr01,Brewer Hicklen,676551,hicklbr01,Vinnie Pasquantino,686469,pasquvi01,Ivan Castillo,622668,castiiv01,JaCoby Jones,592444,jonesja07,Clay Dungan,687867,John Rave,670231,Nate Eaton,681987,eatonna01,Emmanuel Rivera,656896,riverem01,Chance Sisco,642082,siscoch01,Cade Marlowe,687799,marloca01,Luis Torrens,620443,torrelu01,Riley Unroe,624523,Joe Rizzo,666143,George Feliz,692031,Patrick Frick,687518,Jake Scheiner,676595,Zach DeLoach,676113,deloaza01,Lynch IV,663738,lynchda02,Vizcaíno,527055,vizcaar01,Cuas,621016,cuasjo01,Dipoto,665167,Snider,676092,snideco01,"Gilbert, L",669302,gilbelo01,"Romano, S",607219,romansa01,Castillo. D,650895,castidi01,Sheffield,656954,sheffju01,Pall,674052,"Ramírez, Y",670990,ramiryo01
