game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-27,718933,5,2,7,Madison Stokes,657010,Nick Podkul,674951,Pedro Martinez,680932,Baron Radcliff,676288,Max McDowell,664120,Cade Fergus,681495,Nick Ward,682187,Wilfredo Flores,680852,Leandro Pineda,683610,PK Morris,676678,Vinny Capra,681962,capravi01,Estiven Machado,692497,Riley Tirotta,694661,Otto Lopez,672640,lopezot01,Dasan Brown,672018,Andres Sosa,703245,Nathan Lukes,664770,lukesna01,Yhoangel Aponte,699082,"Walker, T",592836,walketa01,"Francisco, CA",687956,Kuhns,670138,Kimbrel,518886,kimbrcr01,Brogdon,641401,brogdco01,Skirrow,659418,Lehman,656647,Bassitt,605135,bassich01,Bass,542914,bassan01,"Richards, T",670950,richatr01,"García, Y",554340,garciyi01,Romano,605447,romanjo03
