game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-02-23,748260,1,4,5,Kevin Plawecki,608700,plaweke01,Ray-Patrick Didder,642720,Tyler Robertson,805234,Nate Mondou,670148,mondona01,Clay Dungan,687867,Jakob Marsee,805300,Ethan Salas,806956,Tirso Ornelas,672359,Marcos Castañon,676203,Ryan Ward,669899,Kevin Padlo,656821,padloke01,Drew Avans,682183,Dalton Rushing,687221,Trey Sweeney,700242,Chris Okey,608360,okeych01,Austin Gauthier,702789,Travis Swaggerty,680552,swaggtr01,Alex Freeland,690976,Brito,666745,britojh01,Waldron,663362,waldrma01,"De Los Santos, E",660853,delosen01,Nance,667297,nanceto01,Festa,670036,festama01,Gillaspie,670810,gillalo01,Knack,689017,knackla01,Varland,681402,varlagu01,Crismatt,622503,crismna01,Dodson,663541,McFarland,519008,mcfartj01,Gamboa,687941,Tyranski,680454,Dreyer,676263
