game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2023-03-02,719309,2,2,4,Mike Jarvis,690448,Jackson Glenn,690107,Connor Scott,669002,Jacob Gonzalez,669363,Henry Davis,680779,davishe01,Lolo Sanchez,665975,Aaron Shackelford,687823,Andrés Alvarez,687019,Sammy Siani,686445,John Aiello,663628,Leo Jimenez,677870,Cam Eden,686490,edenca01,Spencer Horwitz,687462,horwisp01,Wynton Bernard,592144,bernawy01,Otto Lopez,672640,lopezot01,Andres Sosa,703245,Nathan Lukes,664770,lukesna01,Orelvis Martinez,682619,Contreras,672710,contrro01,Selby,681882,selbyco01,"Ramírez, Y",670990,ramiryo01,Burrows,681347,Moreta,664294,moretda01,Jones,683003,jonesja09,O'Reilly,682615,Manoah,666201,manoaal01,Pearson,663878,pearsna01,Romano,605447,romanjo03,Mayza,641835,mayzati01,Pop,647315,popza01,"Fernández, Jun",658551,fernaju01,"Bard, L",572703,bardlu01,Danner,668470,danneha01
