game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-04,719283,3,2,5,Hudson Potts,668888,Braden Shewmake,669699,shewmbr01,Drew Lugbauer,656666,Justin Dean,681909,Nacho Alvarez Jr.,805373,Greyson Jenista,680571,Drake Baldwin,686948,Beau Philip,685121,Kadon Morton,683170,Curtis Terry,663799,terrycu01,Heston Kjerstad,677008,kjershe01,Maverick Handley,668974,Coby Mayo,691723,Josh Lester,623507,lestejo02,Jackson Holliday,702616,hollija01,Daz Cameron,663662,camerda01,Connor Norby,681393,César Prieto,693409,Strider,675911,stridsp01,Tonkin,543859,tonkimi01,Moran,572383,moranbr01,"Ríos, Y",605441,riosya01,Elledge,676220,elledse01,"Munoz, Rol",691548,"Wells, T",669330,wellsty01,"Pérez, C",672335,perezci01,Zimmermann,669145,zimmebr02,Povich,700249,Gillaspie,670810,gillalo01
