game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-05-30,746954,5,5,Javier Báez,595879,baezja01,Riley Greene,682985,greenri03,Carson Kelly,608348,kellyca02,Gio Urshela,570482,urshegi01,Spencer Torkelson,679529,torkesp01,Mark Canha,592192,canhama01,Akil Baddoo,668731,baddoak01,Matt Vierling,663837,vierlma01,Colt Keith,690993,keithco01,Romy Gonzalez,663853,gonzaro01,Connor Wong,657136,wongco01,Rob Refsnyder,608701,refsnro01,Dominic Smith,642086,smithdo02,Reese McGuire,624512,mcguire01,Rafael Devers,646240,deverra01,Jarren Duran,680776,duranja01,Enmanuel Valdez,665839,valdeen01,Ceddanne Rafaela,678882,rafaece01,Flaherty,656427,flaheja01,Faedo,656412,faedoal01,"Holton, T",663947,holtoty01,Pivetta,601713,pivetni01,Weissert,669711,weissgr01,Booser,592155,booseca01,Martin,455119,martich02,Anderson,502624,anderch01
