game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2023-03-02,719312,1,6,7,Kevin Cron,605196,cronke01,Jonah Bride,681146,bridejo01,Max Muncy,691777,Tyler Soderstrom,691016,soderty01,Cristian Pache,665506,pachecr01,Cal Stevenson,670276,steveca01,Denzel Clarke,672016,Tyler Wade,642180,wadety01,Logan Davidson,669722,Yonathan Perlaza,666632,Chase Strumpf,668664,Pete Crow-Armstrong,691718,crowape01,Matt Mervis,670223,mervima01,Brennen Davis,680695,Sergio Alcántara,642727,alcanse01,Dom Nuñez,624513,nunezdo01,David Bote,623520,boteda01,Kevin Alcántara,682634,Sears,676664,searsjp01,Fishman,670288,fishmja01,Moll,594580,mollsa01,Acevedo,642758,acevedo01,"Jiménez, D",666204,jimenda01,"Jackson, Z",667427,jacksza02,Stroman,573186,stromma01,Horn,690544,Fulmer,605242,fulmemi01,Wick,592858,wickro01,Kay,641743,kayan01,Duffey,608648,duffety01,Merryweather,657240,merryju01,Borucki,621366,borucry01
