game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_9_Name,Away_P_9_ID,Away_P_9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2023-02-26,719363,6,18,24,A.J. Vukovich,691021,Jordan Lawlar,691783,lawlajo01,Tim Tawa,694374,Diego A. Castillo,660636,castidi02,Tristin English,663536,Ivan Melendez,699471,Phillip Evans,595943,evansph01,Ali Sánchez,645305,sanchal04,Camden Duzenack,670427,Luis Liberato,642451,liberlu01,Taylor Kohlwey,670128,kohlwta01,Preston Tucker,605512,tuckepr01,Tim Lopes,621005,lopesti01,Jackson Merrill,701538,merrija01,Alfonso Rivas III,663845,rivasal01,Tirso Ornelas,672359,Brandon Dixon,641525,dixonbr01,Chandler Seagle,676882,seaglch01,Henry,674072,henryto01,Workman,682002,"Green, J",681401,McAllister,502083,mcallza01,Brice,592169,briceau01,Sulser,642121,sulseco01,Cecconi,677944,ceccosl01,Goddard,680725,Frías,666818,friaslu01,Teheran,527054,teherju01,Honeywell,641703,honeybr01,Stammen,489334,stammcr01,Espinoza,659262,espinan01,Poppen,664092,poppese01,Leasher,669468,"Lugo, M",674381
