game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-16,719092,7,1,8,Nerwilian Cedeño,683481,Preston Tucker,605512,tuckepr01,Connor Hollis,667442,Pedro Severino,600474,severpe01,Max Schrock,621011,schroma01,Jakob Marsee,805300,Luis Liberato,642451,liberlu01,Alfonso Rivas III,663845,rivasal01,Korry Howell,676759,Coco Montes,663796,monteco01,Braxton Fulford,690924,Jameson Hannah,680683,Jonathan Morales,664966,Zac Veen,691728,Nolan Jones,666134,jonesno01,Cole Tucker,657061,tuckeco01,Josh Rogers,642028,rogerjo01,Daniel Montano,665914,Wacha,608379,wachami01,Wolf,680232,wolfja01,Carlton,656290,carltdr01,"Hill, T",657612,hillti01,"Lugo, M",674381,"Tapia, D",593619,tapiado01,"Wilson, S",621051,wilsost02,Gomber,596295,gombeau01,Seabold,657756,seaboco01,Koch,571863,kochma01,Johnson,572955,johnspi01,"Rogers, J",642028,rogerjo01,Abad,472551,abadfe01
