game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-03,719295,1,1,2,Nick Gonzales,693304,gonzani01,Endy Rodríguez,682848,rodrien01,Travis Swaggerty,680552,swaggtr01,Henry Davis,680779,davishe01,Lolo Sanchez,665975,Ryan Vilade,668723,viladry01,Liover Peguero,678894,pegueli01,Drew Maggi,543482,maggidr01,Andrés Alvarez,687019,Heston Kjerstad,677008,kjershe01,Robert Neustrom,680438,Maverick Handley,668974,Colton Cowser,681297,cowseco01,Coby Mayo,691723,Lewin Díaz,650331,diazle01,Josh Lester,623507,lestejo02,Jackson Holliday,702616,hollija01,César Prieto,693409,Velasquez,592826,velasvi01,Bednar,670280,bednada01,Mlodzinski,669387,mlodzca01,Priester,682990,priesqu01,"Webb, N",670246,Bolton,675989,boltoco01,Huang,658791,huangwe01,Gibson,502043,gibsoky01,Kremer,665152,kremede01,Baker,641329,bakerbr01,Bazardo,660825,bazared01,Hernández,650382,hernada02,"Gómez, O",628709
