game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-11,748012,6,5,11,Carlos Pérez,542208,perezca02,Armando Alvarez,669137,Max Muncy,691777,Henry Bolte,703607,Colby Thomas,687515,Max Schuemann,680474,schuema01,Brett Harris,695391,harribr02,Kyle McCann,668832,mccanky01,Daz Cameron,663662,camerda01,Wyatt Crenshaw,809846,Andrés Chaparro,665953,Lyle Lin,670076,Kevin Newman,621028,newmake01,Pavin Smith,656976,smithpa04,Kyle Garlick,664247,garliky01,Wilderd Patiño,679741,Albert Almora Jr.,546991,almoral01,Emmanuel Rivera,656896,riverem01,Boyle,671212,boylejo01,Erceg,668674,erceglu01,Gott,641627,gotttr01,"Miller, M",695243,millema03,"Ferguson, T",621053,ferguty01,Correa,672550,Peluse,668761,"Nelson, R",669194,nelsory01,Karcher,676689,karchri01,Castro,612434,castrmi01,Sewald,623149,sewalpa01,"Thompson, R",657044,thompry02,Ginkel,656464,ginkeke01
