game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-03-23,718993,2,4,6,Pedro Castellanos,665776,Connor Hollis,667442,Pedro Severino,600474,severpe01,Kai Murphy,687625,Tirso Ornelas,672359,Rangel Ravelo,592660,ravelra01,Evan Mendoza,656734,Luis Liberato,642451,liberlu01,Rosman Verdugo,698916,Brian Navarreto,640459,navarbr01,Terence Doston,688392,Abraham Toro,647351,toroab01,Luke Adams,702726,Eduarqui Fernandez,682631,Cam Devanney,687478,Robert Moore,691001,Sal Frelick,686217,frelisa01,Tayden Hall,695554,Groome,666130,Bachar,669199,Brooks,605156,brookaa01,Kerr,678061,kerrra01,Poppen,664092,poppese01,Koenig,657649,koenija01,Varland,681402,varlagu01,Milner,571948,milneho01,Guerra,642770,guerrja02,"Wilson, B",669060,wilsobr02,Uribe,682842,uribeab01,Robinson,676515,Yeager,687866,Middendorf,805437
