gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID
745761,2024-04-08,7,0,7,Luis Arraez,650333,arraelu01,Bryan De La Cruz,650559,delacbr01,Josh Bell,605137,belljo02,Jake Burger,669394,burgeja01,Tim Anderson,641313,anderti01,Avisaíl García,541645,garciav01,Emmanuel Rivera,656896,riverem01,Vidal Bruján,660644,brujavi01,Nick Fortes,663743,forteni01,Gleyber Torres,650402,torregl01,Juan Soto,665742,sotoju01,Aaron Judge,592450,judgeaa01,Giancarlo Stanton,519317,stantmi03,Anthony Rizzo,519203,rizzoan01,Anthony Volpe,683011,volpean01,Alex Verdugo,657077,verdual01,Jose Trevino,624431,trevijo01,Jon Berti,542932,bertijo01,Nestor Cortes,641482,cortene01,Jesús Luzardo,666200,luzarje01,Josh Maciejewski,656671,maciejo01,Burch Smith,572143,smithbu03,Matt Andriese,542882,andrima01
