game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-08,748062,5,7,12,Yohendrick Pinango,682818,Darius Hill,675628,James Triantos,701649,BJ Murray Jr.,681230,Pablo Aliendo,680846,Moises Ballesteros,694208,Brett Bateman,703520,Jake Slaughter,670237,Hayden Cantrelle,676463,Jordan Lawlar,691783,lawlajo01,Tim Tawa,694374,David Martin,688808,Andrés Chaparro,665953,Blaze Alexander,677942,alexabl01,Kyle Garlick,664247,garliky01,Wilderd Patiño,679741,Jancarlos Cintron,676857,Jorge Barrosa,678489,barrojo01,Hendricks,543294,hendrky01,Clarke,669247,Scalzo Jr.,700794,Brewer,605155,breweco01,Lovelady,663992,lovelri01,McWilliams,656726,Wieck,623364,wieckbr01,"Kelly, M",518876,kellyme01,Sewald,623149,sewalpa01,Ginkel,656464,ginkeke01,Castro,612434,castrmi01,"Castellanos, H",528748,castehu01,"Allen, L.S.",663531,allenlo01
