game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-20,641756,2,5,7,Steven Souza Jr.,519306,souzast01,Korey Lee,686676,leeko01,Robel García,596825,garciro02,Freudis Nova,671265,Jose Siri,642350,sirijo01,Jeremy Peña,665161,penaje02,Abraham Toro,647351,toroab01,Ronnie Dawson,669008,dawsoro01,Chas McCormick,676801,mccorch01,Max Moroff,621559,morofma01,Justin Williams,642211,williju02,Dennis Ortega,650883,Kodi Whitley,676831,whitlko01,Lane Thomas,657041,thomala02,Edmundo Sosa,624641,sosaed01,Austin Dean,621573,deanau01,John Nogowski,596056,nogowjo01,José Rondón,602922,rondojo02,Bielak,656232,bielabr01,Stanek,592773,stanery01,"Brown, H",686613,brownhu01,Ivey,663959,iveyty01,Gant,607231,gantjo01,Helsley,664854,helslry01,"Hicks, J",663855,hicksjo03,Woodford,663765,woodfja01,Whitley,676831,whitlko01
