game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-16,747948,4,5,9,Joe Dunand,656388,dunanjo01,Stephen Scott,679663,Niko Kavadas,694359,Jamie Westbrook,642197,Nick Sogard,686765,Corey Rosier,681468,Tyler McDonough,694812,Mark Contreras,676628,contrma01,Mark Kolozsvary,656627,kolozma01,Nick Maton,665155,matonni01,Dylan Beavers,687637,Frederick Bencosme,695930,Maverick Handley,668974,Jud Fabian,682983,Coby Mayo,691723,Errol Robinson,642021,Daniel Johnson,669288,johnsda07,Connor Norby,681393,Criswell,681867,criswco01,"Rodríguez, J",570257,rodrijo06,Hagenman,663795,Booser,592155,booseca01,Jackson,682791,Burnes,669203,burneco01,Kimbrel,518886,kimbrcr01,"Webb, J",657097,webbja01,Ort,672391,ortka01,Krook,640454,krookma01
