game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2023-03-05,719266,2,6,8,Lucius Fox,665650,foxlu01,Jeremy De La Rosa,682707,Riley Adams,656180,adamsri03,Erick Mejia,625510,mejiaer01,Travis Blankenhorn,663905,blanktr01,Ildemaro Vargas,545121,vargail01,Michael Chavis,656308,chavimi01,Donovan Casey,661541,Yasel Antuna,671276,Scott Schreiber,676073,Joe Perez,669309,perezjo02,J.C. Correa,682182,Corey Julks,667452,julksco01,C.J. Stubbs,667690,Kyle Tucker,663656,tuckeky01,Jeremy Peña,665161,penaje02,Quincy Hamilton,680810,J.J. Matijevic,656695,matijjj01,Corbin,571578,corbipa01,Ferrer,678606,ferrejo01,Banda,607455,bandaan01,Ward,663658,wardth01,Espino,502179,espinpa01,"Harvey, H",640451,harvehu01,"Thompson, M",666168,thompma02,"Garcia, L",677651,garcilu05,Pressly,519151,pressry01,Neris,593576,nerishe01,"Abreu, B",650556,abreubr01,Whitley,666215,whitlfo01,Record,682489
