game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Away_P_9_Name,Away_P_9_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-02-24,718938,5,6,11,Evan Carter,694497,carteev01,Elier Hernandez,609274,hernael02,Luisangel Acuña,682668,Dustin Harris,687957,Justin Foscue,679822,foscuju01,Blaine Crim,688760,Jonathan Ornelas,680716,orneljo01,Ezequiel Duran,677649,duranez01,Sam Huff,669087,huffsa01,Tucker Bradley,674646,Tyler Tolbert,686475,Maikel Garcia,672580,garcima01,Luca Tresh,681123,Samad Taylor,669392,taylosa04,Nick Loftin,679845,loftini01,Logan Porter,682515,portelo01,Parker Bates,687614,José Briceño,593993,bricejo01,Otto,657248,ottogl01,Leclerc,600917,leclejo01,White,669391,whiteow01,Robert,642016,King,667463,kingjo01,Latz,656641,latzja01,Lee,695445,Bradford,674003,bradfco01,Church,687847,Lynch IV,663738,lynchda02,Staumont,622251,staumjo01,Cuas,621016,cuasjo01,Wittgren,621295,wittgni01,Kriske,621139,kriskbr01,Sisk,681895,Núñez,656804,Weiss,680802
