game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-02,748142,1,4,5,A.J. Vukovich,691021,Cristofer Torin,800198,Jean Walters,695078,Adrian Del Castillo,680728,Ivan Melendez,699471,Kristian Robinson,677565,Brett Johnson,805842,Jancarlos Cintron,676857,Ronaldo Hernández,660613,Livan Soto,670869,sotoli01,Charles Leblanc,641779,leblach01,Jordyn Adams,677941,adamsjo03,Cole Fontenelle,694304,Jake Marisnick,545350,marisja01,Aaron Hicks,543305,hicksaa01,Richie Martin,621006,martiri01,Mickey Moniak,666160,moniami01,Chad Wallach,595453,wallach01,"Allen, L.S.",663531,allenlo01,Sewald,623149,sewalpa01,McGough,543518,mcgousc01,Backhus,679775,"Nelson, K",669459,nelsoky01,Saalfrank,685314,saalfan01,Strzelecki,657265,strzepe01,Canning,656288,cannigr01,Wantz,681806,wantzan01,Strickland,519326,strichu01,Zuñiga,670871,zuniggu01,"García, L",472610,garcilu03,Cisnero,542585,cisnejo01
