game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-12,642075,4,2,6,Armando Alvarez,669137,Thomas Milone,641882,Chris Gittens,656467,gittech01,Austin Wells,669224,wellsau01,Trey Amburgey,664011,amburtr01,Oswald Peraza,672724,perazos02,Ezequiel Duran,677649,duranez01,Hoy Park,660829,parkho01,Rob Brantly,542963,brantro01,Kody Clemens,665019,clemeko01,Riley Greene,682985,greenri03,Renato Núñez,600524,nunezre01,Akil Baddoo,668731,baddoak01,Harold Castro,605612,castrha01,Spencer Torkelson,679529,torkesp01,Jake Rogers,668670,rogerja03,Daz Cameron,663662,camerda01,Eric Haase,606992,haaseer01,Taillon,592791,taillja01,Russ,676754,Goody,580792,goodyni01,"Abreu, A",656061,abreual01,Barraclough,607457,barraky01,Cortes,641482,cortene01,Lyons,544928,lyonsty01,Kriske,621139,kriskbr01,Teheran,527054,teherju01,Ureña,570632,urenajo01,"Holland, D",502706,hollade01,Cisnero,542585,cisnejo01,"Ramírez, E",541640,ramirer02
