game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_9_Name,Away_P_9_ID,Away_P_10_Name,Away_P_10_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-02-25,748235,8,4,12,Michael Berglund,668842,Bryan Lavastida,681526,lavasbr01,Angel Martínez,682657,Kahlil Watson,696135,Chase DeLauter,800050,Micah Pries,687588,Daniel Schneemann,682177,Johnathan Rodriguez,671286,rodrijo10,Deyvison De Los Santos,691277,Michael Papierski,657709,papiemi01,Isiah Gilliam,656462,Leo Rivas,660844,rivasle01,Jonatan Clase,682729,clasejo01,Kaden Polcovich,687659,Harry Ford,695670,Cole Tucker,657061,tuckeco01,Rangel Ravelo,592660,ravelra01,Spencer Packard,689070,Beede,595881,beedety01,Gillispie,687362,"Barlow, S",605130,barlosc01,Hentges,656529,hentgsa01,Sandlin,680704,sandlni01,Morgan,669212,morgael01,Zuber,676604,zuberty01,Jones,669437,Leftwich,676393,Zapata,679033,"Diaz, J",646242,diazjh01,Bolton,675989,boltoco01,Snead,669912,sneadki01,de Geus,676969,degeubr01,Poppen,664092,poppese01,Laws,681391,"Castano, B",680604,Davila,689546
