game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2023-03-04,719273,2,2,Luis Barrera,642456,barrelu01,Werner Blakely,690956,Jeremiah Jackson,669236,Zach Neto,687263,netoza01,Livan Soto,670869,sotoli01,Taylor Jones,622100,jonesta01,Jordyn Adams,677941,adamsjo03,Kyren Paris,677347,parisky01,Bryce Teodosio,669326,Andy Weber,681581,Yonathan Perlaza,666632,Chase Strumpf,668664,Pete Crow-Armstrong,691718,crowape01,Darius Hill,675628,Matt Mervis,670223,mervima01,Dom Nuñez,624513,nunezdo01,Esteban Quiroz,606019,quiroes01,Kevin Alcántara,682634,Detmers,672282,detmere01,Torres,701539,Devenski,606965,devench02,Moore,519043,moorema02,Erla,680451,Mederos,682989,medervi01,Taillon,592791,taillja01,"Thompson, K",624522,thompke02,Stout,657770,stouter01,Leiter Jr.,643410,leitema02,Neidert,663734,neideni01,Leeper,663510,Correa,672550
