game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-30,706850,2,4,6,Brian Navarreto,640459,navarbr01,Joey Wiemer,686894,wiemejo01,Antonio Pinero,665836,Freddy Zamora,668965,Ernesto Martinez Jr.,667803,Jackson Chourio,694192,chourja01,Felix Valerio,680589,Sal Frelick,686217,frelisa01,Micah Bello,677295,Matthew Batten,676946,battema01,Trayce Thompson,572204,thomptr01,Nomar Mazara,608577,mazarno01,Domingo Leyba,642736,leybado01,Luis Liberato,642451,liberlu01,Luis Campusano,669134,campulu01,Taylor Kohlwey,670128,kohlwta01,C.J. Hinojosa,546994,Luke Voit,572228,voitlu01,"Peralta, F",642547,peralfr01,Hitt,676334,Brothers,571521,brothre01,Gustave,594311,gustaja01,Milner,571948,milneho01,"Harris, H",665048,harriho02,"Martinez, N",607259,martini01,Krol,571871,krolia01,"Suarez, R",663158,suarero01,Bergen,664157,bergetr01,"Wilson, S",621051,wilsost02,Guerra,642770,guerrja02
