game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID
2024-03-14,747971,3,1,4,Jhon Diaz,691252,Tre' Morgan,691003,Hunter Haas,690983,Nick Meyer,680722,Shane Sasaki,687071,Ronny Simon,682927,Jake Mangum,663968,C.J. Hinojosa,546994,Rob Brantly,542963,brantro01,Brandon Parker,688556,Justin Dean,681909,Keshawn Ogans,687248,Drake Baldwin,686948,Kade Kern,807746,Cade Bunnell,685298,Ryan Casteel,592205,Skye Bolt,621450,boltsk01,E.J. Exposito,802991,Littell,641793,litteza01,Fairbanks,664126,fairbpe01,Kelly,687330,kellyke02,Poche,621363,pocheco01,"Rodríguez, M",655889,rodrima01,Sale,519242,salech01,Moran,572383,moranbr01,"Iglesias, R",628452,iglesra01,Matzek,554431,matzety01,Johnson,572955,johnspi01,Bummer,607481,bummeaa01,Juan,678478
