game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-09,748035,1,1,2,Tim Elko,671284,Zach Remillard,621545,remilza01,Danny Mendick,664901,mendida01,Rafael Ortega,542364,ortegra01,Bryan Ramos,682868,ramosbr01,Dominic Fletcher,666150,fletcdo01,Chuckie Robinson,642020,robinch04,Mike Moustakas,519058,moustmi01,Kevin Pillar,607680,pillake01,Matthew Batten,676946,battema01,Graham Pauley,688363,paulegr01,Tim Locastro,641796,locasti01,Tyler Wade,642180,wadety01,Brad Miller,543543,millebr02,Kyle Higashioka,543309,higasky01,José Azocar,640492,azocajo01,Cal Mitchell,668751,mitchca01,Mason McCoy,669200,mccoyma01,Soroka,647336,sorokmi01,Crochet,676979,crochga01,Berroa,672860,berropr01,Kuhl,641771,kuhlch01,Waldron,663362,waldrma01,"De Los Santos, E",660853,delosen01,Kolek,663568,kolekst01,"Wilson, S",621051,wilsost02,"Peralta, Wa",593974,peralwa01,"Suarez, R",663158,suarero01
