game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-03-24,747825,4,9,13,Nathan Church,701675,Darlin Moquete,680642,Mike Antico,690443,Thomas Saggese,695336,R.J. Yeager,694271,Jacob Buchberger,689750,Pedro Pagés,686780,pagespe02,José Fermín,665877,fermijo01,Jimmy Crooks,699625,Corey Julks,667452,julksco01,Tommy Sacco Jr.,690474,C.J. Stubbs,667690,Will Wagner,695238,Pedro León,694175,Kenedy Corona,685744,Jesús Bastidas,665846,Alejandro Nunez,805168,Zach Daniels,671113,Lynn,458681,lynnla01,Roycroft,688297,roycrch01,Pallante,669467,pallaan01,Helsley,664854,helslry01,Gallegos,606149,gallegi01,"Brown, H",686613,brownhu01,Cobos,678725,Bielak,656232,bielabr01,Mercedes,701951,Gomez,685461,Ford,687271,De Paula,675527,Greene,641632,greenco01
