game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-11,748017,11,4,15,Brady House,691781,Nasim Nuñez,683083,nunezna01,James Wood,695578,Trey Lipscomb,702358,lipsctr01,Alex Call,669743,callal02,Juan Yepez,660766,yepezju01,Lewin Díaz,650331,diazle01,Drew Millas,686452,milladr01,Dylan Crews,686611,Michael Siani,672279,sianimi01,Thomas Saggese,695336,Matt Koperniak,689288,José Fermín,665877,fermijo01,Luken Baker,663609,bakerlu01,Arquímedes Gamboa,660614,Nick Raposo,695596,César Prieto,693409,Jared Young,676724,youngja02,Corbin,571578,corbipa01,La Sorsa,686747,lasorjo01,Rainey,663432,raineta01,Ward,663658,wardth01,"Garcia, Ro",676395,garciro04,"Barnes, J",606930,barneja01,Mikolas,571945,mikolmi01,Helsley,664854,helslry01,Gallegos,606149,gallegi01,"Romero, J",668941,romerjo01,"Rodríguez, W",516853,rodriwi02,Svanson,694335,Leahy,681517,leahyky01
