game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-18,747904,9,5,14,Robbie Tenerowicz,642134,Michael Chavis,656308,chavimi01,Morgan McCullough,668833,Nick Solak,669256,solakni01,Michael Papierski,657709,papiemi01,Tyler Locklear,682988,Bill Knight,681098,Axel Sanchez,692046,Alberto Rodriguez,679754,Elier Hernandez,609274,hernael02,Justin Foscue,679822,foscuju01,Blaine Crim,688760,Cody Freeman,683227,Frainyer Chavez,669413,Jonathan Ornelas,680716,orneljo01,Andrew Knapp,595284,knappan01,Jose Barrero,676480,garcijo02,Derek Hill,656537,hillde01,"Miller, T",668338,millety01,de Geus,676969,degeubr01,Stanek,592773,stanery01,Krehbiel,607216,krehbjo01,"Taylor, T",700187,Holloway,656548,hollojo01,Poppen,664092,poppese01,Sampson,592716,sampsad01,Latz,656641,latzja01,Pruitt,643493,pruitau01,"Greene, S",572888,greensh02,Tinoco,622786,tinocje01
