game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
777996,15:40,Detroit Tigers,Texas Rangers,7.0,Under,3,0,0,1,Sam Haggerty,Wyatt Langford,Jonah Heim,Adolis García,Marcus Semien,Josh Jung,Josh Smith,Ezequiel Duran,Blaine Crim,Justyn-Henry Malloy,Gleyber Torres,Riley Greene,Andy Ibáñez,Spencer Torkelson,Colt Keith,Dillon Dingler,Javier Báez,Trey Sweeney,Patrick Corbin,Tarik Skubal
777998,15:40,Pittsburgh Pirates,Atlanta Braves,8.5,Over,5,1,0,1,Ozzie Albies,Austin Riley,Marcell Ozuna,Matt Olson,Eli White,Sean Murphy,Michael Harris II,Stuart Fairchild,Nick Allen,Oneil Cruz,Bryan Reynolds,Andrew McCutchen,Joey Bart,Ke'Bryan Hayes,Matt Gorski,Adam Frazier,Alexander Canario,Jared Triolo,Bryce Elder,Bailey Falter
778002,16:05,Tampa Bay Rays,Milwaukee Brewers,9.0,Under,7,0,0,1,Jackson Chourio,Brice Turang,William Contreras,Christian Yelich,Rhys Hoskins,Sal Frelick,Caleb Durbin,Jake Bauers,Joey Ortiz,Yandy Díaz,Christopher Morel,Junior Caminero,Brandon Lowe,Danny Jansen,Curtis Mead,Taylor Walls,José Caballero,Chandler Simpson,Jose Quintana,Zack Littell
777995,15:45,Washington Nationals,St. Louis Cardinals,8.5,Over,10,1,1,1,Lars Nootbaar,Masyn Winn,Brendan Donovan,Nolan Arenado,Willson Contreras,Iván Herrera,Jordan Walker,Pedro Pagés,Victor Scott II,CJ Abrams,James Wood,Nathaniel Lowe,Keibert Ruiz,Luis García Jr.,Amed Rosario,Josh Bell,Jacob Young,Dylan Crews,Erick Fedde,Mitchell Parker
778001,16:10,New York Mets,Chicago Cubs,8.0,Over,9,1,1,1,Ian Happ,Kyle Tucker,Seiya Suzuki,Michael Busch,Carson Kelly,Pete Crow-Armstrong,Nico Hoerner,Dansby Swanson,Nicky Lopez,Francisco Lindor,Juan Soto,Pete Alonso,Brandon Nimmo,Francisco Alvarez,Brett Baty,Luisangel Acuña,Jeff McNeil,Tyrone Taylor,Jameson Taillon,Clay Holmes
777997,16:10,Cleveland Guardians,Philadelphia Phillies,7.5,Over,6,1,0,1,Bryson Stott,Trea Turner,Bryce Harper,Kyle Schwarber,Nick Castellanos,Max Kepler,Alec Bohm,Johan Rojas,Rafael Marchán,Steven Kwan,Daniel Schneemann,José Ramírez,Carlos Santana,Kyle Manzardo,Bo Naylor,Gabriel Arias,Nolan Jones,Angel Martínez,Aaron Nola,Gavin Williams
777991,16:40,Chicago White Sox,Miami Marlins,8.0,Under,8,0,push,1,Xavier Edwards,Jesús Sánchez,Eric Wagaman,Agustín Ramírez,Kyle Stowers,Connor Norby,Liam Hicks,Dane Myers,Javier Sanoja,Miguel Vargas,Matt Thaiss,Luis Robert Jr.,Andrew Vaughn,Josh Rojas,Lenyn Sosa,Brooks Baldwin,Michael A. Taylor,Jacob Amaya,Max Meyer,Bryse Wilson
777989,17:10,Houston Astros,Cincinnati Reds,7.5,Under,3,0,0,1,TJ Friedl,Matt McLain,Elly De La Cruz,Austin Hays,Gavin Lux,Spencer Steer,Tyler Stephenson,Rece Hinds,Santiago Espinal,Jeremy Peña,Jose Altuve,Isaac Paredes,Christian Walker,Yainer Diaz,Jake Meyers,Zach Dezenzo,Brendan Rodgers,Mauricio Dubón,Nick Martinez,Hunter Brown
777990,16:40,Kansas City Royals,Boston Red Sox,9.0,Under,3,0,0,1,Jarren Duran,Rafael Devers,Alex Bregman,Kristian Campbell,Wilyer Abreu,Trevor Story,Abraham Toro,Connor Wong,Ceddanne Rafaela,Jonathan India,Bobby Witt Jr.,Vinnie Pasquantino,Salvador Perez,Maikel Garcia,Michael Massey,Mark Canha,Freddy Fermin,Kyle Isbel,Hunter Dobbins,Michael Lorenzen
777992,17:10,Minnesota Twins,San Francisco Giants,9.0,Under,4,0,0,1,Mike Yastrzemski,Willy Adames,Jung Hoo Lee,Matt Chapman,Wilmer Flores,Heliot Ramos,LaMonte Wade Jr.,Patrick Bailey,Christian Koss,Byron Buxton,Trevor Larnach,Ty France,Brooks Lee,Ryan Jeffers,Carlos Correa,Willi Castro,Harrison Bader,Kody Clemens,Jordan Hicks,Chris Paddack
