game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
776630,13:10,Miami Marlins,Toronto Blue Jays,8.5,Over,0,1,0,0,George Springer,Addison Barger,Bo Bichette,Alejandro Kirk,Daulton Varsho,Ty France,Nathan Lukes,Ernie Clement,Andrés Giménez,Xavier Edwards,Jakob Marsee,Agustín Ramírez,Liam Hicks,Eric Wagaman,Troy Johnston,Javier Sanoja,Dane Myers,Maximo Acosta,José Berríos,Janson Junk
776627,10:05,New York Yankees,Boston Red Sox,8.0,Over,6,1,0,0,Roman Anthony,Alex Bregman,Jarren Duran,Trevor Story,Nathaniel Lowe,Masataka Yoshida,Ceddanne Rafaela,David Hamilton,Carlos Narváez,Paul Goldschmidt,Aaron Judge,Cody Bellinger,Giancarlo Stanton,Amed Rosario,Trent Grisham,Anthony Volpe,José Caballero,Austin Wells,Garrett Crochet,Will Warren
776628,15:05,Philadelphia Phillies,Washington Nationals,10.0,Over,0,1,0,0,,,,,,,,,,Trea Turner,Kyle Schwarber,Bryce Harper,J.T. Realmuto,Alec Bohm,Nick Castellanos,Harrison Bader,Edmundo Sosa,Weston Wilson,,Aaron Nola
776632,15:40,Pittsburgh Pirates,Colorado Rockies,8.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776619,16:10,Chicago White Sox,Minnesota Twins,9.5,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776623,16:05,Texas Rangers,Cleveland Guardians,8.5,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776629,16:05,Baltimore Orioles,Houston Astros,9.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776625,15:10,Detroit Tigers,Kansas City Royals,8.5,Under,0,0,0,0,Mike Yastrzemski,Bobby Witt Jr.,Vinnie Pasquantino,Maikel Garcia,Salvador Perez,Adam Frazier,Jonathan India,Randal Grichuk,Kyle Isbel,Colt Keith,Gleyber Torres,Kerry Carpenter,Spencer Torkelson,Riley Greene,Dillon Dingler,Zach McKinstry,Javier Báez,Jake Rogers,Michael Wacha,Chris Paddack
776626,16:15,Atlanta Braves,New York Mets,9.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776621,16:10,Milwaukee Brewers,San Francisco Giants,7.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776622,17:10,Arizona Diamondbacks,Cincinnati Reds,9.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776618,18:38,Los Angeles Angels,Chicago Cubs,10.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776617,17:40,San Diego Padres,Los Angeles Dodgers,8.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
776620,18:40,Seattle Mariners,Athletics,8.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
