game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
777938,Baltimore Orioles,Minnesota Twins,9.0,Under,,,,,,,,,,,,,,,,,,,,
777944,Cleveland Guardians,Milwaukee Brewers,9.0,Over,Jackson Chourio,Daz Cameron,William Contreras,Christian Yelich,Rhys Hoskins,Brice Turang,Eric Haase,Andruw Monasterio,Joey Ortiz,Steven Kwan,Daniel Schneemann,José Ramírez,Kyle Manzardo,Carlos Santana,Bo Naylor,Gabriel Arias,Will Brennan,Angel Martínez,Quinn Priester,Logan Allen
777933,Philadelphia Phillies,St. Louis Cardinals,8.0,Under,,,,,,,,,,,,,,,,,,,,
777940,Detroit Tigers,Boston Red Sox,8.5,Under,Jarren Duran,Rafael Devers,Alex Bregman,Kristian Campbell,Wilyer Abreu,Nick Sogard,Carlos Narváez,David Hamilton,Ceddanne Rafaela,Kerry Carpenter,Gleyber Torres,Zach McKinstry,Riley Greene,Spencer Torkelson,Trey Sweeney,Dillon Dingler,Jace Jung,Javier Báez,Brayan Bello,Tyler Holton
777945,Cincinnati Reds,Chicago White Sox,9.0,Under,Chase Meidroth,Miguel Vargas,Edgar Quero,Luis Robert Jr.,Andrew Vaughn,Lenyn Sosa,Tim Elko,Josh Rojas,Michael A. Taylor,TJ Friedl,Santiago Espinal,Elly De La Cruz,Austin Hays,Tyler Stephenson,Spencer Steer,Gavin Lux,Matt McLain,Connor Joe,Brandon Eisert,Andrew Abbott
777935,Toronto Blue Jays,Tampa Bay Rays,8.0,Over,Chandler Simpson,Brandon Lowe,Junior Caminero,Jonathan Aranda,Kameron Misner,José Caballero,Taylor Walls,Travis Jankowski,Danny Jansen,Bo Bichette,Vladimir Guerrero Jr.,Anthony Santander,George Springer,Daulton Varsho,Ernie Clement,Addison Barger,Tyler Heineman,Nathan Lukes,Shane Baz,José Berríos
777943,New York Mets,Pittsburgh Pirates,7.5,Under,Adam Frazier,Isiah Kiner-Falefa,Bryan Reynolds,Joey Bart,Ke'Bryan Hayes,Alexander Canario,Jared Triolo,Ji Hwan Bae,Henry Davis,Francisco Lindor,Juan Soto,Pete Alonso,Brandon Nimmo,Mark Vientos,Jeff McNeil,Francisco Alvarez,Brett Baty,Tyrone Taylor,Mitch Keller,Kodai Senga
777942,Atlanta Braves,Washington Nationals,8.5,Under,CJ Abrams,James Wood,Nathaniel Lowe,Keibert Ruiz,Amed Rosario,Josh Bell,Dylan Crews,José Tena,Jacob Young,Alex Verdugo,Austin Riley,Matt Olson,Marcell Ozuna,Drake Baldwin,Ozzie Albies,Michael Harris II,Eli White,Nick Allen,Michael Soroka,Spencer Schwellenbach
777934,Texas Rangers,Colorado Rockies,8.5,Over,Brenton Doyle,Jordan Beck,Ryan McMahon,Hunter Goodman,Michael Toglia,Mickey Moniak,Nick Martini,Adael Amador,Alan Trejo,Sam Haggerty,Wyatt Langford,Josh Jung,Adolis García,Marcus Semien,Jonah Heim,Jake Burger,Kyle Higashioka,Ezequiel Duran,Kyle Freeland,Jack Leiter
777936,Chicago Cubs,Miami Marlins,8.0,Over,Xavier Edwards,Jesús Sánchez,Eric Wagaman,Agustín Ramírez,Kyle Stowers,Matt Mervis,Connor Norby,Derek Hill,Javier Sanoja,Pete Crow-Armstrong,Kyle Tucker,Seiya Suzuki,Michael Busch,Carson Kelly,Dansby Swanson,Moisés Ballesteros,Nico Hoerner,Nicky Lopez,Valente Bellozo,Ben Brown
777931,Houston Astros,Kansas City Royals,7.5,Under,Jonathan India,Bobby Witt Jr.,Mark Canha,Salvador Perez,Maikel Garcia,Vinnie Pasquantino,Freddy Fermin,Hunter Renfroe,Kyle Isbel,Jeremy Peña,Jose Altuve,Isaac Paredes,Christian Walker,Yainer Diaz,Jake Meyers,Cam Smith,Brendan Rodgers,Chas McCormick,Kris Bubic,Framber Valdez
777932,San Diego Padres,Los Angeles Angels,7.5,Under,Zach Neto,Nolan Schanuel,Yoán Moncada,Jorge Soler,Taylor Ward,Logan O'Hoppe,Luis Rengifo,Jo Adell,Kyren Paris,Fernando Tatis Jr.,Luis Arraez,Manny Machado,Jackson Merrill,Gavin Sheets,Xander Bogaerts,Jake Cronenworth,Jason Heyward,Martín Maldonado,José Soriano,Dylan Cease
