game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
778299,Minnesota Twins,New York Mets,8.0,Under,Francisco Lindor,Juan Soto,Pete Alonso,Jesse Winker,Brandon Nimmo,Luisangel Acuña,Tyrone Taylor,Brett Baty,Hayden Senger,Edouard Julien,Byron Buxton,Ty France,Trevor Larnach,Ryan Jeffers,Brooks Lee,Willi Castro,DaShawn Keirsey Jr.,Harrison Bader,Huascar Brazobán,David Festa
778297,Toronto Blue Jays,Atlanta Braves,7.0,Over,Michael Harris II,Austin Riley,Matt Olson,Sean Murphy,Ozzie Albies,Drake Baldwin,Bryan De La Cruz,Eli White,Orlando Arcia,Bo Bichette,Vladimir Guerrero Jr.,Anthony Santander,Andrés Giménez,Alejandro Kirk,Alan Roden,Ernie Clement,Addison Barger,Myles Straw,Spencer Strider,Chris Bassitt
778295,Milwaukee Brewers,Detroit Tigers,8.0,Under,Justyn-Henry Malloy,Gleyber Torres,Andy Ibáñez,Spencer Torkelson,Riley Greene,Javier Báez,Tomás Nido,Trey Sweeney,Ryan Kreidler,Brice Turang,Jackson Chourio,Christian Yelich,William Contreras,Sal Frelick,Rhys Hoskins,Garrett Mitchell,Joey Ortiz,Oliver Dunn,Keider Montero,Jose Quintana
778290,St. Louis Cardinals,Houston Astros,8.0,Under,Jose Altuve,Jeremy Peña,Isaac Paredes,Christian Walker,Yainer Diaz,Brendan Rodgers,Jake Meyers,Cam Smith,Chas McCormick,Lars Nootbaar,Willson Contreras,Brendan Donovan,Nolan Arenado,Alec Burleson,Jordan Walker,Yohel Pozo,Victor Scott II,Thomas Saggese,Ronel Blanco,Steven Matz
778293,Pittsburgh Pirates,Washington Nationals,8.0,Over,Alex Call,James Wood,Keibert Ruiz,Nathaniel Lowe,Josh Bell,Amed Rosario,Dylan Crews,Luis García Jr.,Nasim Nuñez,Ke'Bryan Hayes,Bryan Reynolds,Andrew McCutchen,Oneil Cruz,Tommy Pham,Jared Triolo,Isiah Kiner-Falefa,Enmanuel Valdez,Henry Davis,Mitchell Parker,Bailey Falter
778301,Baltimore Orioles,Cleveland Guardians,8.0,Under,Steven Kwan,José Ramírez,Carlos Santana,Kyle Manzardo,Lane Thomas,Angel Martínez,Gabriel Arias,Bo Naylor,Daniel Schneemann,Gunnar Henderson,Adley Rutschman,Ryan O'Hearn,Cedric Mullins,Ryan Mountcastle,Heston Kjerstad,Ramón Urías,Jackson Holliday,Ramón Laureano,Gavin Williams,Dean Kremer
778288,San Diego Padres,Chicago Cubs,7.5,Under,Ian Happ,Kyle Tucker,Seiya Suzuki,Michael Busch,Dansby Swanson,Nico Hoerner,Pete Crow-Armstrong,Carson Kelly,Jon Berti,Fernando Tatis Jr.,Luis Arraez,Manny Machado,Xander Bogaerts,Oscar Gonzalez,Jose Iglesias,Connor Joe,Elias Díaz,Tyler Wade,Matthew Boyd,Nick Pivetta
778304,Cincinnati Reds,Seattle Mariners,8.5,Under,Julio Rodríguez,Jorge Polanco,Cal Raleigh,Randy Arozarena,Luke Raley,Rowdy Tellez,Dylan Moore,Ben Williamson,J.P. Crawford,TJ Friedl,Matt McLain,Elly De La Cruz,Austin Hays,Gavin Lux,Spencer Steer,Christian Encarnacion-Strand,Jake Fraley,Jose Trevino,Bryce Miller,Nick Martinez
778303,Miami Marlins,Arizona Diamondbacks,8.5,Under,Corbin Carroll,Geraldo Perdomo,Pavin Smith,Josh Naylor,Lourdes Gurriel Jr.,Eugenio Suárez,Gabriel Moreno,Alek Thomas,Tim Tawa,Xavier Edwards,Jesús Sánchez,Kyle Stowers,Matt Mervis,Otto Lopez,Griffin Conine,Liam Hicks,Derek Hill,Graham Pauley,Brandon Pfaadt,Max Meyer
778298,Tampa Bay Rays,Boston Red Sox,9.0,Under,Jarren Duran,Rafael Devers,Trevor Story,Wilyer Abreu,Romy Gonzalez,Triston Casas,Carlos Narváez,David Hamilton,Ceddanne Rafaela,Yandy Díaz,Curtis Mead,Junior Caminero,Christopher Morel,José Caballero,Danny Jansen,Coco Montes,Jake Mangum,Taylor Walls,Sean Newcomb,Zack Littell
