game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
777501,10:35,Baltimore Orioles,Los Angeles Angels,8.5,Under,13,0,1,1,Zach Neto,Nolan Schanuel,Mike Trout,Taylor Ward,Jorge Soler,Travis d'Arnaud,Luis Rengifo,Jo Adell,Kevin Newman,Jordan Westburg,Ramón Urías,Gunnar Henderson,Ramón Laureano,Gary Sánchez,Cedric Mullins,Coby Mayo,Dylan Carlson,Luis Vázquez,Yusei Kikuchi,Scott Blewett
777499,10:35,Philadelphia Phillies,Toronto Blue Jays,7.0,Under,15,0,1,1,Bo Bichette,Vladimir Guerrero Jr.,Addison Barger,Alejandro Kirk,Andrés Giménez,Ernie Clement,Alan Roden,Will Robertson,Jonatan Clase,Trea Turner,Kyle Schwarber,Alec Bohm,Nick Castellanos,Max Kepler,J.T. Realmuto,Bryson Stott,Otto Kemp,Brandon Marsh,José Berríos,Zack Wheeler
777504,10:35,Atlanta Braves,Colorado Rockies,9.0,Over,11,1,1,1,Jordan Beck,Tyler Freeman,Hunter Goodman,Ryan McMahon,Thairo Estrada,Brenton Doyle,Orlando Arcia,Ryan Ritter,Braxton Fulford,Ronald Acuña Jr.,Austin Riley,Matt Olson,Marcell Ozuna,Ozzie Albies,Sean Murphy,Michael Harris II,Eli White,Nick Allen,Austin Gomber,Grant Holmes
777505,09:05,Detroit Tigers,Cincinnati Reds,8.5,Under,12,0,1,1,TJ Friedl,Matt McLain,Elly De La Cruz,Tyler Stephenson,Christian Encarnacion-Strand,Connor Joe,Gavin Lux,Santiago Espinal,Jake Fraley,Jahmai Jones,Gleyber Torres,Riley Greene,Dillon Dingler,Spencer Torkelson,Zach McKinstry,Wenceel Pérez,Javier Báez,Parker Meadows,Wade Miley,Tyler Holton
777500,10:35,Boston Red Sox,New York Yankees,8.5,Over,2,1,0,1,Trent Grisham,Ben Rice,Aaron Judge,Cody Bellinger,Jazz Chisholm Jr.,Anthony Volpe,Jasson Domínguez,J.C. Escarra,Oswald Peraza,Rob Refsnyder,Rafael Devers,Romy Gonzalez,Trevor Story,Abraham Toro,Jarren Duran,Ceddanne Rafaela,Connor Wong,Kristian Campbell,Max Fried,Brayan Bello
777503,10:35,Washington Nationals,Miami Marlins,7.5,Under,4,0,0,1,Xavier Edwards,Agustín Ramírez,Otto Lopez,Eric Wagaman,Heriberto Hernandez,Dane Myers,Javier Sanoja,Jesús Sánchez,Nick Fortes,Alex Call,James Wood,CJ Abrams,Luis García Jr.,Josh Bell,Nathaniel Lowe,Robert Hassell III,Keibert Ruiz,José Tena,Eury Pérez,MacKenzie Gore
777502,10:40,New York Mets,Tampa Bay Rays,8.0,Under,9,0,1,1,Josh Lowe,Brandon Lowe,Junior Caminero,Jonathan Aranda,Jake Mangum,José Caballero,Kameron Misner,Danny Jansen,Taylor Walls,Francisco Lindor,Brandon Nimmo,Juan Soto,Pete Alonso,Jeff McNeil,Tyrone Taylor,Brett Baty,Francisco Alvarez,Luisangel Acuña,Shane Baz,Griffin Canning
777494,11:10,Houston Astros,Minnesota Twins,8.0,Over,3,1,0,1,Ryan Jeffers,Carlos Correa,Willi Castro,Ty France,Matt Wallner,Jonah Bride,Harrison Bader,Brooks Lee,Christian Vázquez,Jeremy Peña,Yainer Diaz,Jose Altuve,Victor Caratini,Jake Meyers,Cam Smith,Cooper Hummel,Mauricio Dubón,Luis Guillorme,Simeon Woods Richardson,Brandon Walter
777492,11:10,Milwaukee Brewers,St. Louis Cardinals,8.0,Over,5,1,0,1,Brendan Donovan,Iván Herrera,Alec Burleson,Willson Contreras,Nolan Arenado,Nolan Gorman,Jordan Walker,Victor Scott II,Jose Barrero,Sal Frelick,Jackson Chourio,William Contreras,Christian Yelich,Rhys Hoskins,Brice Turang,Caleb Durbin,Drew Avans,Joey Ortiz,Miles Mikolas,Quinn Priester
777496,11:10,Kansas City Royals,Athletics,8.5,Under,5,0,0,1,Lawrence Butler,Jacob Wilson,Brent Rooker,Austin Wynns,Max Muncy,Nick Kurtz,Luis Urías,JJ Bleday,Denzel Clarke,Maikel Garcia,Bobby Witt Jr.,Vinnie Pasquantino,Salvador Perez,Mark Canha,Nick Loftin,Jac Caglianone,Freddy Fermin,Kyle Isbel,Jeffrey Springs,Noah Cameron
777497,11:20,Chicago Cubs,Pittsburgh Pirates,7.0,Over,5,1,0,1,Oneil Cruz,Bryan Reynolds,Nick Gonzales,Spencer Horwitz,Alexander Canario,Adam Frazier,Ke'Bryan Hayes,Brett Sullivan,Isiah Kiner-Falefa,Ian Happ,Pete Crow-Armstrong,Seiya Suzuki,Michael Busch,Dansby Swanson,Nico Hoerner,Justin Turner,Reese McGuire,Jon Berti,Mitch Keller,Colin Rea
777493,11:35,Texas Rangers,Chicago White Sox,8.0,Under,3,0,0,1,Mike Tauchman,Chase Meidroth,Andrew Benintendi,Miguel Vargas,Kyle Teel,Edgar Quero,Ryan Noda,Michael A. Taylor,Josh Rojas,Josh Smith,Wyatt Langford,Corey Seager,Marcus Semien,Evan Carter,Jake Burger,Adolis García,Kyle Higashioka,Ezequiel Duran,Aaron Civale,Kumar Rocker
777495,13:10,Seattle Mariners,Cleveland Guardians,8.0,Under,6,0,0,1,Steven Kwan,Kyle Manzardo,José Ramírez,Carlos Santana,Daniel Schneemann,Lane Thomas,Nolan Jones,Angel Martínez,Austin Hedges,J.P. Crawford,Julio Rodríguez,Cal Raleigh,Jorge Polanco,Randy Arozarena,Rowdy Tellez,Mitch Garver,Dominic Canzone,Miles Mastrobuoni,Luis L. Ortiz,Emerson Hancock
777491,13:10,Arizona Diamondbacks,San Diego Padres,8.5,Under,10,0,1,1,Fernando Tatis Jr.,Luis Arraez,Manny Machado,Gavin Sheets,Xander Bogaerts,Jake Cronenworth,Jose Iglesias,Brandon Lockridge,Elias Díaz,Corbin Carroll,Ketel Marte,Geraldo Perdomo,Josh Naylor,Eugenio Suárez,Lourdes Gurriel Jr.,Pavin Smith,Alek Thomas,Jose Herrera,Nick Pivetta,Merrill Kelly
