game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
779128,Baltimore Orioles,Boston Red Sox,8.5,Over,David Hamilton,Alex Bregman,Marcelo Mayer,Kristian Campbell,Connor Wong,Romy Gonzalez,Vaughn Grissom,Trayce Thompson,Nate Eaton,Cedric Mullins,Adley Rutschman,Tyler O'Neill,Ryan O'Hearn,Ryan Mountcastle,Heston Kjerstad,Ramón Urías,Vimael Machín,Luis Vazquez,Hunter Dobbins,Charlie Morton
779112,Detroit Tigers,Toronto Blue Jays,7.0,Under,Bo Bichette,Vladimir Guerrero Jr.,Anthony Santander,George Springer,Andrés Giménez,Alejandro Kirk,Davis Schneider,Nathan Lukes,Ernie Clement,Trey Sweeney,Gleyber Torres,Riley Greene,Kerry Carpenter,Spencer Torkelson,Javier Báez,Jace Jung,Jake Rogers,Ryan Kreidler,José Berríos,Tarik Skubal
778973,Tampa Bay Rays,Atlanta Braves,7.5,Under,Ozzie Albies,Michael Harris II,Marcell Ozuna,Garrett Cooper,Bryan De La Cruz,Orlando Arcia,Chadwick Tromp,Jake Marisnick,Charles Leblanc,Josh Lowe,Eloy Jiménez,Brandon Lowe,Curtis Mead,Jonathan Aranda,José Caballero,Richie Palacios,Danny Jansen,Jonny DeLuca,AJ Smith-Shawver,Drew Rasmussen
779076,Miami Marlins,Houston Astros,0.0,Over,Jose Altuve,Yordan Alvarez,Yainer Diaz,Jon Singleton,Jeremy Peña,Shay Whitcomb,Chas McCormick,Mauricio Dubón,Kenedy Corona,Xavier Edwards,Kyle Stowers,Dane Myers,Jesús Sánchez,Jonah Bride,Eric Wagaman,Liam Hicks,Nick Fortes,Javier Sanoja,Framber Valdez,Max Meyer
778940,Kansas City Royals,Texas Rangers,14.0,Over,Marcus Semien,Josh Smith,Josh Jung,Jake Burger,Adolis García,Jonah Heim,Kevin Pillar,Leody Taveras,Tucker Barnhart,Jonathan India,Bobby Witt Jr.,Vinnie Pasquantino,Salvador Perez,MJ Melendez,Kyle Isbel,Nick Pratto,Luke Maile,Harold Castro,Adrian Houser,Daniel Lynch IV
778859,Chicago White Sox,Athletics,0.0,Under,Lawrence Butler,Jacob Wilson,Tyler Soderstrom,Shea Langeliers,Nick Kurtz,Luis Urías,Max Schuemann,CJ Alexander,Denzel Clarke,Chase Meidroth,Luis Robert Jr.,Mike Tauchman,Lenyn Sosa,Josh Rojas,Brandon Drury,Austin Slater,Matt Thaiss,Joey Gallo,Joey Estes,Sean Burke
778802,Arizona Diamondbacks,Chicago Cubs,12.5,Under,Pete Crow-Armstrong,Kyle Tucker,Seiya Suzuki,Michael Busch,Justin Turner,Dansby Swanson,Carson Kelly,Nicky Lopez,Gage Workman,Ketel Marte,Jake McCarthy,Josh Naylor,Eugenio Suárez,Gabriel Moreno,Randal Grichuk,Adrian Del Castillo,Geraldo Perdomo,Jorge Barrosa,Caleb Kilian,Corbin Burnes
779156,Los Angeles Angels,Colorado Rockies,12.5,Over,Nick Martini,Sean Bouchard,Michael Toglia,Hunter Goodman,Jordan Beck,Kyle Karros,Adael Amador,Owen Miller,Greg Jones,Luis Rengifo,Travis d'Arnaud,Mike Trout,Jorge Soler,Yoán Moncada,Nolan Schanuel,Mickey Moniak,Matthew Lugo,Kevin Newman,Ryan Feltner,Tyler Anderson
779012,Seattle Mariners,Cleveland Guardians,11.0,Over,Daniel Schneemann,Tyler Freeman,Kyle Manzardo,Gabriel Arias,Austin Hedges,Jhonkensy Noel,Angel Martínez,Johnathan Rodriguez,Juan Brito,Victor Robles,Dylan Moore,Jorge Polanco,Mitch Garver,Rowdy Tellez,J.P. Crawford,Dominic Canzone,Ben Williamson,Cade Marlowe,Luis L. Ortiz,Luis Castillo
778895,New York Mets,Miami Marlins,0.0,Under,Connor Norby,Matt Mervis,Derek Hill,Griffin Conine,Otto Lopez,Agustin Ramirez,Albert Almora Jr.,Graham Pauley,Max Acosta,,,,,,,,,,Connor Gillispie,
779050,New York Yankees,Pittsburgh Pirates,0.0,Under,,,,,,,,,,Jazz Chisholm Jr.,Aaron Judge,Cody Bellinger,Anthony Volpe,Trent Grisham,Ben Rice,Alex Jackson,Dominic Smith,Oswald Peraza,,Max Fried
778829,Cincinnati Reds,Milwaukee Brewers,0.0,Over,,,,,,,,,,,,,,,,,,,,
