game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
778221,Detroit Tigers,San Diego Padres,7.5,Under,Fernando Tatis Jr.,Gavin Sheets,Manny Machado,Xander Bogaerts,Oscar Gonzalez,Jose Iglesias,Elias Díaz,Tyler Wade,Mason McCoy,Kerry Carpenter,Gleyber Torres,Riley Greene,Spencer Torkelson,Justyn-Henry Malloy,Jace Jung,Dillon Dingler,Trey Sweeney,Javier Báez,Nick Pivetta,Jack Flaherty
778218,Cleveland Guardians,New York Yankees,8.5,Over,Ben Rice,Aaron Judge,Cody Bellinger,Paul Goldschmidt,Jazz Chisholm Jr.,Anthony Volpe,Jasson Domínguez,J.C. Escarra,Oswaldo Cabrera,Steven Kwan,Nolan Jones,José Ramírez,Kyle Manzardo,Carlos Santana,Bo Naylor,Angel Martínez,Daniel Schneemann,Brayan Rocchio,Will Warren,Tanner Bibee
778219,Miami Marlins,Cincinnati Reds,8.5,Under,TJ Friedl,Matt McLain,Elly De La Cruz,Austin Hays,Gavin Lux,Jeimer Candelario,Noelvi Marte,Jake Fraley,Jose Trevino,Xavier Edwards,Jesús Sánchez,Eric Wagaman,Agustín Ramírez,Kyle Stowers,Connor Norby,Matt Mervis,Otto Lopez,Dane Myers,Nick Martinez,Edward Cabrera
778222,Washington Nationals,Baltimore Orioles,9.0,Under,Cedric Mullins,Adley Rutschman,Gunnar Henderson,Ryan Mountcastle,Tyler O'Neill,Heston Kjerstad,Jordan Westburg,Gary Sánchez,Jackson Holliday,James Wood,Nathaniel Lowe,Luis García Jr.,Keibert Ruiz,Josh Bell,Dylan Crews,José Tena,Jacob Young,Nasim Nuñez,Dean Kremer,Mitchell Parker
778224,Boston Red Sox,Seattle Mariners,9.5,Under,Julio Rodríguez,Jorge Polanco,Cal Raleigh,Randy Arozarena,Luke Raley,Rowdy Tellez,Dylan Moore,Miles Mastrobuoni,J.P. Crawford,Jarren Duran,Rafael Devers,Alex Bregman,Trevor Story,Wilyer Abreu,Kristian Campbell,Triston Casas,Carlos Narváez,Ceddanne Rafaela,Bryce Miller,Brayan Bello
778229,Atlanta Braves,St. Louis Cardinals,9.0,Over,Lars Nootbaar,Willson Contreras,Nolan Gorman,Nolan Arenado,Alec Burleson,Jordan Walker,Pedro Pagés,Victor Scott II,Masyn Winn,Alex Verdugo,Austin Riley,Marcell Ozuna,Matt Olson,Ozzie Albies,Michael Harris II,Sean Murphy,Jarred Kelenic,Orlando Arcia,Andre Pallante,Scott Blewett
778223,New York Mets,Philadelphia Phillies,8.0,Over,Bryson Stott,Trea Turner,Bryce Harper,Kyle Schwarber,Nick Castellanos,Max Kepler,J.T. Realmuto,Alec Bohm,Johan Rojas,Francisco Lindor,Juan Soto,Pete Alonso,Mark Vientos,Starling Marte,Luis Torrens,Tyrone Taylor,Luisangel Acuña,José Azocar,Cristopher Sánchez,Griffin Canning
778215,Kansas City Royals,Colorado Rockies,8.0,Under,Sean Bouchard,Kyle Farmer,Ryan McMahon,Hunter Goodman,Michael Toglia,Jacob Stallings,Mickey Moniak,Jordan Beck,Aaron Schunk,Jonathan India,Bobby Witt Jr.,Vinnie Pasquantino,Salvador Perez,Maikel Garcia,Michael Massey,Hunter Renfroe,Drew Waters,Kyle Isbel,Ryan Feltner,Kris Bubic
778220,Chicago Cubs,Los Angeles Dodgers,9.0,Over,Shohei Ohtani,Mookie Betts,Teoscar Hernández,Freddie Freeman,Tommy Edman,Will Smith,Max Muncy,Enrique Hernández,Andy Pages,Ian Happ,Kyle Tucker,Seiya Suzuki,Michael Busch,Dansby Swanson,Nico Hoerner,Pete Crow-Armstrong,Miguel Amaya,Gage Workman,Dustin May,Shota Imanaga
778216,Minnesota Twins,Chicago White Sox,8.5,Under,Nick Maton,Andrew Benintendi,Luis Robert Jr.,Andrew Vaughn,Edgar Quero,Lenyn Sosa,Brooks Baldwin,Bobby Dalbec,Jacob Amaya,Edouard Julien,Byron Buxton,Luke Keaschall,Trevor Larnach,Carlos Correa,Ty France,Ryan Jeffers,Brooks Lee,Harrison Bader,Davis Martin,Bailey Ober
778211,Los Angeles Angels,Pittsburgh Pirates,8.5,Under,Oneil Cruz,Bryan Reynolds,Andrew McCutchen,Enmanuel Valdez,Joey Bart,Ke'Bryan Hayes,Adam Frazier,Tommy Pham,Isiah Kiner-Falefa,Taylor Ward,Zach Neto,Mike Trout,Jorge Soler,Logan O'Hoppe,Nolan Schanuel,Jo Adell,Kyren Paris,Kevin Newman,Bailey Falter,José Soriano
778212,Arizona Diamondbacks,Tampa Bay Rays,9.0,Under,Chandler Simpson,Brandon Lowe,Yandy Díaz,Jonathan Aranda,Junior Caminero,Kameron Misner,Jake Mangum,Ben Rortvedt,Taylor Walls,Corbin Carroll,Geraldo Perdomo,Pavin Smith,Josh Naylor,Lourdes Gurriel Jr.,Gabriel Moreno,Eugenio Suárez,Alek Thomas,Tim Tawa,Zack Littell,Brandon Pfaadt
778217,Houston Astros,Toronto Blue Jays,8.0,Over,Bo Bichette,Vladimir Guerrero Jr.,Andrés Giménez,George Springer,Alejandro Kirk,Alan Roden,Will Wagner,Ernie Clement,Nathan Lukes,Jose Altuve,Yordan Alvarez,Isaac Paredes,Jeremy Peña,Christian Walker,Brendan Rodgers,Yainer Diaz,Jake Meyers,Cam Smith,Chris Bassitt,Ronel Blanco
778210,San Francisco Giants,Milwaukee Brewers,8.0,Under,Brice Turang,Jackson Chourio,Christian Yelich,William Contreras,Sal Frelick,Jake Bauers,Vinny Capra,Garrett Mitchell,Caleb Durbin,Heliot Ramos,Willy Adames,Jung Hoo Lee,Matt Chapman,Wilmer Flores,Luis Matos,David Villar,Patrick Bailey,Tyler Fitzgerald,Jose Quintana,Jordan Hicks
778213,Athletics,Texas Rangers,10.5,Under,Josh Smith,Wyatt Langford,Corey Seager,Adolis García,Marcus Semien,Joc Pederson,Josh Jung,Jake Burger,Kyle Higashioka,Lawrence Butler,Brent Rooker,Tyler Soderstrom,Shea Langeliers,Miguel Andujar,JJ Bleday,Jacob Wilson,Gio Urshela,Luis Urías,Patrick Corbin,Osvaldo Bido
