game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
777464,15:40,Detroit Tigers,Pittsburgh Pirates,7.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
777465,15:40,Miami Marlins,Philadelphia Phillies,8.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
777453,13:10,Seattle Mariners,Boston Red Sox,6.5,Under,0,0,0,0,Jarren Duran,Abraham Toro,Roman Anthony,Romy Gonzalez,Marcelo Mayer,Trevor Story,David Hamilton,Kristian Campbell,Connor Wong,Dylan Moore,Julio Rodríguez,Cal Raleigh,Jorge Polanco,Randy Arozarena,Mitch Garver,Donovan Solano,Ben Williamson,Miles Mastrobuoni,Garrett Crochet,Luis Castillo
777466,16:05,New York Yankees,Los Angeles Angels,9.5,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
777462,16:07,Toronto Blue Jays,Arizona Diamondbacks,9.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
777474,16:10,Cincinnati Reds,Minnesota Twins,9.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
777461,15:45,Washington Nationals,Colorado Rockies,9.0,Under,0,0,0,0,Tyler Freeman,Kyle Farmer,Jordan Beck,Michael Toglia,Brenton Doyle,Orlando Arcia,Sam Hilliard,Ryan Ritter,Braxton Fulford,,,,,,,,,,Germán Márquez,
777463,16:35,Tampa Bay Rays,Baltimore Orioles,9.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
777458,16:40,Chicago White Sox,St. Louis Cardinals,8.5,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
777470,16:15,Atlanta Braves,New York Mets,8.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
777460,17:05,Texas Rangers,Kansas City Royals,8.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
777459,17:05,Chicago Cubs,Milwaukee Brewers,8.0,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
777454,18:45,San Francisco Giants,Cleveland Guardians,7.5,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
777456,19:05,Athletics,Houston Astros,9.5,Over,0,1,0,0,,,,,,,,,,,,,,,,,,,,
777457,19:10,Los Angeles Dodgers,San Diego Padres,9.5,Under,0,0,0,0,,,,,,,,,,,,,,,,,,,,
