game_id,home_team,away_team,runline,pick,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
777704,Chicago Cubs,Cincinnati Reds,7.0,Over,TJ Friedl,Santiago Espinal,Elly De La Cruz,Tyler Stephenson,Spencer Steer,Gavin Lux,Jose Trevino,Will Benson,Matt McLain,,,,,,,,,,Nick Lodolo,
777697,Texas Rangers,St. Louis Cardinals,8.5,Under,,,,,,,,,,,,,,,,,,,,
777701,Toronto Blue Jays,Athletics,9.0,Over,Lawrence Butler,Jacob Wilson,Brent Rooker,Tyler Soderstrom,Shea Langeliers,Miguel Andujar,Luis Urías,Max Schuemann,Denzel Clarke,Bo Bichette,Vladimir Guerrero Jr.,Addison Barger,George Springer,Daulton Varsho,Ernie Clement,Nathan Lukes,Jonatan Clase,Ali Sánchez,Gunnar Hoglund,Braydon Fisher
777699,Baltimore Orioles,Chicago White Sox,9.0,Under,,,,,,,,,,,,,,,,,,,,
777702,Philadelphia Phillies,Milwaukee Brewers,7.5,Under,,,,,,,,,,,,,,,,,,,,
777703,Cleveland Guardians,Los Angeles Angels,8.0,Under,,,,,,,,,,,,,,,,,,,,
777700,New York Mets,Colorado Rockies,8.5,Under,,,,,,,,,,Francisco Lindor,Brandon Nimmo,Juan Soto,Pete Alonso,Brett Baty,Jared Young,Tyrone Taylor,Jeff McNeil,Francisco Alvarez,,Kodai Senga
777694,Kansas City Royals,Detroit Tigers,7.5,Under,,,,,,,,,,Jonathan India,Bobby Witt Jr.,Salvador Perez,Maikel Garcia,Mark Canha,Nick Loftin,Vinnie Pasquantino,Freddy Fermin,Dairon Blanco,,Michael Wacha
777693,Houston Astros,Tampa Bay Rays,8.5,Under,,,,,,,,,,,,,,,,,,,,
777706,Atlanta Braves,Boston Red Sox,8.5,Under,,,,,,,,,,,,,,,,,,,,
777691,San Diego Padres,Pittsburgh Pirates,8.0,Under,,,,,,,,,,,,,,,,,,,,
777705,Miami Marlins,San Francisco Giants,7.5,Under,,,,,,,,,,,,,,,,,,,,
777695,Seattle Mariners,Minnesota Twins,7.0,Under,,,,,,,,,,,,,,,,,,,,
777698,Los Angeles Dodgers,New York Yankees,9.5,Under,,,,,,,,,,,,,,,,,,,,
777696,Arizona Diamondbacks,Washington Nationals,9.5,Under,,,,,,,,,,,,,,,,,,,,
