game_id,start_time,home_team,away_team,runline,pick,runs_total,prediction,outcome,completed,Away_Batter1_Name,Away_Batter2_Name,Away_Batter3_Name,Away_Batter4_Name,Away_Batter5_Name,Away_Batter6_Name,Away_Batter7_Name,Away_Batter8_Name,Away_Batter9_Name,Home_Batter1_Name,Home_Batter2_Name,Home_Batter3_Name,Home_Batter4_Name,Home_Batter5_Name,Home_Batter6_Name,Home_Batter7_Name,Home_Batter8_Name,Home_Batter9_Name,Away_SP_Name,Home_SP_Name
776691,11:20,Chicago Cubs,Milwaukee Brewers,6.5,Under,10,0,1,1,Sal Frelick,Caleb Durbin,William Contreras,Christian Yelich,Andrew Vaughn,Isaac Collins,Brice Turang,Brandon Lockridge,Joey Ortiz,Michael Busch,Ian Happ,Seiya Suzuki,Pete Crow-Armstrong,Willi Castro,Owen Caissie,Dansby Swanson,Reese McGuire,Matt Shaw,Chad Patrick,Matthew Boyd
776691,11:20,Chicago Cubs,Milwaukee Brewers,7.0,Under,10,0,1,1,Sal Frelick,Caleb Durbin,William Contreras,Christian Yelich,Andrew Vaughn,Isaac Collins,Brice Turang,Brandon Lockridge,Joey Ortiz,Michael Busch,Ian Happ,Seiya Suzuki,Pete Crow-Armstrong,Willi Castro,Owen Caissie,Dansby Swanson,Reese McGuire,Matt Shaw,Chad Patrick,Matthew Boyd
776686,15:40,Miami Marlins,St. Louis Cardinals,8.0,Over,10,1,1,0,Lars Nootbaar,Iván Herrera,Alec Burleson,Willson Contreras,Masyn Winn,Nolan Gorman,Thomas Saggese,Pedro Pagés,Nathan Church,Xavier Edwards,Jakob Marsee,Agustín Ramírez,Liam Hicks,Otto Lopez,Heriberto Hernández,Eric Wagaman,Troy Johnston,Maximo Acosta,Michael McGreevy,Edward Cabrera
776685,15:40,Detroit Tigers,Houston Astros,7.5,Under,0,0,0,0,Jeremy Peña,Carlos Correa,Jose Altuve,Christian Walker,Yainer Diaz,Ramón Urías,Mauricio Dubón,Cam Smith,Chas McCormick,Colt Keith,Gleyber Torres,Kerry Carpenter,Riley Greene,Spencer Torkelson,Wenceel Pérez,Zach McKinstry,Dillon Dingler,Trey Sweeney,Hunter Brown,Tarik Skubal
776679,15:40,Pittsburgh Pirates,Toronto Blue Jays,7.5,Over,6,1,0,0,George Springer,Addison Barger,Bo Bichette,Alejandro Kirk,Nathan Lukes,Ty France,Ernie Clement,Andrés Giménez,Myles Straw,Ronny Simon,Spencer Horwitz,Bryan Reynolds,Nick Gonzales,Andrew McCutchen,Jack Suwinski,Joey Bart,Jared Triolo,Isiah Kiner-Falefa,Max Scherzer,Mitch Keller
776678,15:45,Washington Nationals,New York Mets,9.0,Under,7,0,0,0,Francisco Lindor,Juan Soto,Brandon Nimmo,Pete Alonso,Jeff McNeil,Mark Vientos,Brett Baty,Luis Torrens,Cedric Mullins,James Wood,CJ Abrams,Paul DeJong,Josh Bell,Riley Adams,Dylan Crews,Andrés Chaparro,Brady House,Jacob Young,David Peterson,Jake Irvin
776680,15:45,Philadelphia Phillies,Seattle Mariners,8.0,Over,5,1,0,0,Randy Arozarena,Cal Raleigh,Julio Rodríguez,Eugenio Suárez,Josh Naylor,Mitch Garver,Jorge Polanco,J.P. Crawford,Dylan Moore,Trea Turner,Kyle Schwarber,Bryce Harper,J.T. Realmuto,Alec Bohm,Brandon Marsh,Nick Castellanos,Harrison Bader,Bryson Stott,Bryce Miller,Cristopher Sánchez
776684,16:10,Boston Red Sox,Baltimore Orioles,9.0,Over,3,1,0,0,Jackson Holliday,Luis Vázquez,Gunnar Henderson,Ryan Mountcastle,Colton Cowser,Coby Mayo,Dylan Beavers,Dylan Carlson,Alex Jackson,Roman Anthony,Alex Bregman,Jarren Duran,Trevor Story,Masataka Yoshida,Romy Gonzalez,Nathaniel Lowe,Abraham Toro,Connor Wong,Tomoyuki Sugano,Walker Buehler
776687,16:15,Atlanta Braves,Chicago White Sox,8.5,Under,8,0,0,0,Mike Tauchman,Miguel Vargas,Kyle Teel,Lenyn Sosa,Andrew Benintendi,Luis Robert Jr.,Edgar Quero,Brooks Baldwin,Chase Meidroth,Jurickson Profar,Matt Olson,Ronald Acuña Jr.,Michael Harris II,Marcell Ozuna,Drake Baldwin,Ozzie Albies,Nacho Alvarez Jr.,Nick Allen,Shane Smith,Bryce Elder
776675,16:40,Kansas City Royals,Texas Rangers,8.5,Under,3,0,0,0,Josh Smith,Wyatt Langford,Corey Seager,Joc Pederson,Evan Carter,Marcus Semien,Rowdy Tellez,Alejandro Osuna,Jonah Heim,Mike Yastrzemski,Bobby Witt Jr.,Vinnie Pasquantino,Maikel Garcia,Adam Frazier,Jonathan India,John Rave,Kyle Isbel,Luke Maile,Merrill Kelly,Seth Lugo
776677,16:35,Tampa Bay Rays,New York Yankees,8.0,Under,0,0,0,0,Trent Grisham,Aaron Judge,Cody Bellinger,Giancarlo Stanton,Ben Rice,Paul Goldschmidt,Jazz Chisholm Jr.,Anthony Volpe,José Caballero,Chandler Simpson,Yandy Díaz,Junior Caminero,Brandon Lowe,Ha-Seong Kim,Christopher Morel,Everson Pereira,Jake Mangum,Nick Fortes,Carlos Rodón,Shane Baz
776674,16:40,Minnesota Twins,Athletics,8.5,Under,3,0,0,0,Nick Kurtz,Shea Langeliers,Brent Rooker,Tyler Soderstrom,Lawrence Butler,Darell Hernaiz,JJ Bleday,Brett Harris,Luis Urías,Byron Buxton,Ryan Jeffers,Trevor Larnach,Luke Keaschall,Royce Lewis,Brooks Lee,Kody Clemens,Austin Martin,Matt Wallner,Jacob Lopez,Joe Ryan
776671,17:40,Colorado Rockies,Los Angeles Dodgers,12.0,Under,0,0,0,0,Shohei Ohtani,Mookie Betts,Will Smith,Freddie Freeman,Teoscar Hernández,Andy Pages,Alex Call,Miguel Rojas,Buddy Kennedy,Tyler Freeman,Mickey Moniak,Hunter Goodman,Warming Bernabel,Ezequiel Tovar,Kyle Karros,Brenton Doyle,Yanquiel Fernández,Ryan Ritter,Emmet Sheehan,Austin Gomber
