,Name,Tm,mlbID
632,Reynaldo L\xc3\xb3pez,"Atlanta,Chicago,Cleveland,Los Angeles",625643
633,Yoan L\xc3\xb3pez,New York,661255
634,Michael Lorenzen,"Detroit,Los Angeles,Philadelphia,Texas",547179
635,Aaron Loup,Los Angeles,571901
636,Richard Lovelady,"Chicago,Oakland,Tampa Bay",663992
637,Zac Lowther,Baltimore,675912
638,Easton Lucas,Oakland,687922
639,Joey Lucchesi,New York,664192
640,Lucas Luetge,"Atlanta,New York",476595
641,Seth Lugo,"Kansas City,New York,San Diego",607625
642,Jordan Luplow,Minnesota,656669
643,Jes\xc3\xbas Luzardo,Miami,666200
644,Jordan Lyles,"Baltimore,Kansas City",543475
645,Daniel Lynch IV,Kansas City,663738
646,Lance Lynn,"Chicago,Los Angeles,St. Louis",458681
647,Andr\xc3\xa9s Machado,Washington,600921
648,Josh Maciejewski,New York,656671
649,Bligh Madris,Houston,676632
651,Kenta Maeda,"Detroit,Minnesota",628317
652,Tyler Mahle,"Cincinnati,Minnesota",641816
653,Luke Maile,Cincinnati,571912
654,Anthony Maldonado,Miami,687424
655,Mart\xc3\xadn Maldonado,Houston,455117
656,Sean Manaea,"New York,San Diego,San Francisco",640455
657,Matt Manning,Detroit,666159
658,Alek Manoah,Toronto,666201
659,Joe Mantiply,Arizona,573009
660,Ron Marinaccio,New York,676760
661,Michael Mariot,Cincinnati,592527
662,Parker Markel,Oakland,571917
663,Germ\xc3\xa1n M\xc3\xa1rquez,Colorado,608566
664,Alec Marsh,Kansas City,679525
665,Jos\xc3\xa9 Marte,Los Angeles,665896
666,Yunior Marte,"Philadelphia,San Francisco",628708
667,Brett Martin,Texas,656685
668,Chris Martin,"Boston,Chicago,Los Angeles",455119
669,Corbin Martin,Arizona,656686
670,Davis Martin,Chicago,663436
671,Adri\xc3\xa1n Martinez,Oakland,661309
672,Justin Martinez,Arizona,679885
673,Nick Martinez,"Cincinnati,San Diego",607259
674,Seth Martinez,Houston,661527
675,Miles Mastrobuoni,Chicago,670156
677,Nick Maton,Philadelphia,665155
678,Phil Maton,"Houston,Tampa Bay",664208
679,Yuki Matsui,San Diego,673513
680,Steven Matz,St. Louis,571927
681,Tyler Matzek,Atlanta,554431
682,Dustin May,Los Angeles,669160
683,Trevor May,"New York,Oakland",543507
684,Mike Mayers,"Kansas City,Los Angeles",594577
685,Jack Mayfield,Los Angeles,608686
686,Tim Mayza,Toronto,641835
687,Chris Mazza,Tampa Bay,607391
688,Zach McAllister,New York,502083
689,James McArthur,Kansas City,663704
690,James McCann,Baltimore,543510
691,Kirk McCarty,Cleveland,668948
692,Darren McCaughan,"Miami,Seattle",670766
693,Shane McClanahan,Tampa Bay,663556
694,Lance McCullers Jr.,Houston,621121
695,T.J. McFarland,"New York,Oakland,St. Louis",519008
696,Easton McGee,"Seattle,Tampa Bay",668834
697,Jake McGee,"Milwaukee,San Francisco,Washington",459429
698,Scott McGough,Arizona,543518
699,Reese McGuire,Boston,624512
700,Collin McHugh,Atlanta,543521
701,David McKay,"New York,Oakland,Tampa Bay",641853
703,Ryan McKenna,Baltimore,663630
704,Triston McKenzie,Cleveland,663474
705,Zach McKinstry,Detroit,656716
706,John McMillon,Kansas City,669111
707,John Means,Baltimore,607644
708,Nick Mears,"Colorado,Pittsburgh",683232
709,Victor Mederos,Los Angeles,682989
710,Adonis Medina,New York,658431
711,Luis Medina,Oakland,665622
712,Trevor Megill,"Milwaukee,Minnesota",656730
713,Tylor Megill,New York,656731
714,J.C. Mej\xc3\xada,Milwaukee,650496
715,Mark Melancon,Arizona,453343
716,Danny Mendick,New York,664901
717,Conner Menez,Chicago,669214
718,Daniel Mengden,Kansas City,596043
719,Whit Merrifield,Toronto,593160
720,Julian Merryweather,"Chicago,Toronto",657240
721,Matt Mervis,Chicago,670223
722,Max Meyer,Miami,676974
723,Keynan Middleton,"Arizona,Chicago,New York",641871
724,Miles Mikolas,St. Louis,571945
725,Wade Miley,"Chicago,Milwaukee",489119
726,Bobby Miller,Los Angeles,676272
727,Brad Miller,Texas,543543
729,Bryce Miller,Seattle,682243
730,Erik Miller,San Francisco,669062
731,Mason Miller,Oakland,695243
732,Owen Miller,Milwaukee,680911
733,Shelby Miller,"Detroit,Los Angeles,San Francisco",571946
734,Tyson Miller,"Chicago,Los Angeles,Milwaukee,New York,Seattle,Texas",668338
735,Alec Mills,"Chicago,Cincinnati",621219
736,Wyatt Mills,"Kansas City,Seattle",670090
737,Hoby Milner,Milwaukee,571948
738,Tommy Milone,Seattle,543548
739,Juan Minaya,Minnesota,573668
740,Mike Minor,Cincinnati,501985
741,A.J. Minter,Atlanta,621345
742,Anthony Misiewicz,"Arizona,Detroit,Kansas City,New York,Seattle",664948
743,Casey Mize,Detroit,663554
744,Carmen Mlodzinski,Pittsburgh,669387
745,Anthony Molina,Colorado,683627
746,Yadier Molina,St. Louis,425877
747,Sam Moll,"Cincinnati,Oakland",594580
748,Frankie Montas,"Cincinnati,New York,Oakland",593423
749,Rafael Montero,Houston,606160
750,Bryce Montes de Oca,New York,656755
751,Jordan Montgomery,"Arizona,New York,St. Louis,Texas",656756
752,Matt Moore,"Cleveland,Los Angeles,Miami,Texas",519043
753,McKinley Moore,Philadelphia,686842
755,Francisco Morales,Philadelphia,672839
756,Brian Moran,Los Angeles,572383
757,Jovani Mor\xc3\xa1n,Minnesota,663558
758,Adri\xc3\xa1n Morej\xc3\xb3n,San Diego,670970
759,Dauri Moreta,"Cincinnati,Pittsburgh",664294
760,Eli Morgan,Cleveland,669212
761,Reyes Moronta,"Arizona,Los Angeles",606625
762,Cody Morris,Cleveland,663752
763,Charlie Morton,Atlanta,450203
764,Zach Muckenhirn,New York,669105
765,Kyle Muller,"Atlanta,Oakland",666205
766,Andr\xc3\xa9s Mu\xc3\xb1oz,Seattle,662253
767,Roddery Mu\xc3\xb1oz,Miami,682610
768,Penn Murfee,Seattle,682171
769,Chris Murphy,Boston,669684
770,Patrick Murphy,Washington,641907
771,Joe Musgrove,San Diego,605397
772,Parker Mushinski,Houston,656786
773,Tobias Myers,Milwaukee,668964
774,Wil Myers,San Diego,571976
775,James Naile,St. Louis,664942
776,Tommy Nance,Miami,667297
777,Andrew Nardi,Miami,677053
778,Nick Nastrini,Chicago,680897
779,Packy Naughton,St. Louis,676050
781,Edgar Navarro,Chicago,679346
782,Zach Neal,Oakland,594943
783,Nick Neidert,Miami,663734
784,Kyle Nelson,Arizona,669459
785,Nick Nelson,Philadelphia,656793
786,Ryne Nelson,Arizona,669194
787,H\xc3\xa9ctor Neris,"Chicago,Houston",593576
788,Sheldon Neuse,Oakland,641914
789,Sean Newcomb,"Atlanta,Chicago,Oakland",656794
790,Kyle Nicolas,Pittsburgh,693312
791,Vinny Nittoli,"New York,Philadelphia",657697
792,Stephen Nogosek,New York,668665
793,Aaron Nola,Philadelphia,605400
794,Sean Nolin,Miami,543594
795,Daniel Norris,"Chicago,Cleveland,Detroit",596057
796,James Norwood,Philadelphia,656803
797,Dedniel N\xc3\xba\xc3\xb1ez,New York,673380
798,Riley O\'Brien,"Seattle,St. Louis",676617
799,Darren O\'Day,Atlanta,503285
800,Bailey Ober,Minnesota,641927
801,Jake Odorizzi,"Atlanta,Houston",543606
802,Cristofer Ogando,Tampa Bay,642657
803,Shohei Ohtani,Los Angeles,660271
804,Steven Okert,"Miami,Minnesota",595345
805,Adam Oller,Oakland,670124
807,Reese Olson,Detroit,681857
808,Kaleb Ort,Boston,672391
809,Oliver Ortega,"Los Angeles,Minnesota",661383
810,Luis Ortiz,"Philadelphia,San Francisco",656814
811,Luis Ortiz,Pittsburgh,682847
812,Adam Ottavino,New York,493603
813,Glenn Otto,Texas,657248
814,Connor Overton,Cincinnati,656818
815,Johan Oviedo,"Pittsburgh,St. Louis",670912
816,Chris Owings,"Baltimore,Pittsburgh",572008
817,Chris Paddack,Minnesota,663978
818,Nicholas Padilla,Chicago,656820
819,Emilio Pag\xc3\xa1n,"Cincinnati,Minnesota",641941
820,Jermaine Palacios,Minnesota,650339
821,Daniel Palencia,Chicago,694037
822,Andre Pallante,St. Louis,669467
823,Thomas Pannone,Milwaukee,623381
824,Enoli Paredes,Houston,660600
825,Mitchell Parker,Washington,680730
826,Wes Parsons,"Cleveland,Toronto",641149
827,Luis Pati\xc3\xb1o,"Chicago,Tampa Bay",672715
828,Spencer Patton,"Oakland,Texas",607359
829,James Paxton,"Boston,Los Angeles",572020
830,Joel Payamps,"Kansas City,Milwaukee,Oakland",606303
831,Matt Peacock,"Arizona,Kansas City",676840
833,Nate Pearson,Toronto,663878
834,Elvis Peguero,"Los Angeles,Milwaukee",665625
835,Ryan Pepiot,"Los Angeles,Tampa Bay",686752
836,Freddy Peralta,Milwaukee,642547
837,Sammy Peralta,Chicago,671111
838,Wandy Peralta,"New York,San Diego",593974
839,Wily Peralta,Detroit,503449
840,Angel Perdomo,Pittsburgh,622780
841,Luis Perdomo,Milwaukee,606131
842,Carlos P\xc3\xa9rez,Oakland,542208
843,Cionel P\xc3\xa9rez,Baltimore,672335
844,Eury P\xc3\xa9rez,Miami,691587
845,Francisco P\xc3\xa9rez,"Oakland,Washington",660906
846,Hector Perez,Tampa Bay,660431
847,Mart\xc3\xadn P\xc3\xa9rez,"Pittsburgh,Texas",527048
848,\xc3\x93liver P\xc3\xa9rez,Arizona,424144
849,Dillon Peters,Pittsburgh,596071
850,David Peterson,New York,656849
851,Jace Peterson,"Milwaukee,Oakland",607054
852,Brandon Pfaadt,Arizona,694297
853,David Phelps,Toronto,475479
854,Brett Phillips,"Los Angeles,Tampa Bay",621433
855,Connor Phillips,Cincinnati,683175
856,Evan Phillips,Los Angeles,623465
857,Konnor Pilkington,Cleveland,663455
859,Chad Pinder,Oakland,640461
860,Michael Pineda,Detroit,501381
861,Riley Pint,Colorado,666207
862,Ren\xc3\xa9 Pinto,Tampa Bay,650907
863,Ricardo Pinto,Philadelphia,620982
864,Nick Pivetta,Boston,601713
865,Michael Plassmeyer,Philadelphia,674681
866,Kevin Plawecki,Boston,608700
867,Zach Plesac,Cleveland,668676
868,Colin Poche,Tampa Bay,621363
869,Zach Pop,"Miami,Toronto",647315
870,Sean Poppen,Arizona,664092
871,Cody Poteet,"Miami,New York",547001
872,Ryan Pressly,Houston,519151
873,David Price,Los Angeles,456034
874,Quinn Priester,Pittsburgh,682990
875,Austin Pruitt,"Oakland,Texas",643493
876,Albert Pujols,St. Louis,405395
877,A.J. Puk,"Miami,Oakland",640462
878,Cal Quantrill,"Cleveland,Colorado",615698
879,Johan Quezada,Miami,629498
880,Jos\xc3\xa9 Quijada,Los Angeles,650671
881,Jose Quintana,"New York,Pittsburgh,St. Louis",500779
882,Cole Ragans,"Kansas City,Texas",666142
883,Tanner Rainey,Washington,663432
885,Brooks Raley,"New York,Tampa Bay",548384
886,Luke Raley,Tampa Bay,670042
887,Emmanuel Ramirez,Miami,642629
888,Erasmo Ram\xc3\xadrez,"Tampa Bay,Washington",541640
889,Nick Ramirez,"Los Angeles,New York",598286
890,No\xc3\xa9 Ramirez,Arizona,598287
891,Yohan Ram\xc3\xadrez,"Baltimore,Chicago,Cleveland,Los Angeles,New York,Pittsburgh,Seattle",670990
892,Lane Ramsey,Chicago,682010
893,Drew Rasmussen,Tampa Bay,656876
894,Robbie Ray,Seattle,592662
895,Colin Rea,Milwaukee,607067
896,Jake Reed,"Baltimore,Los Angeles,New York",596082
897,Sean Reid-Foley,New York,656887
898,Denyi Reyes,"Baltimore,New York",660593
899,Franmil Reyes,Chicago,614177
900,Gerardo Reyes,Los Angeles,622103
901,Pablo Reyes,"Boston,Milwaukee",622569
902,Matt Reynolds,Cincinnati,608703
903,Garrett Richards,Texas,572070
904,Trevor Richards,Toronto,670950
905,Lyon Richardson,Cincinnati,680689
906,Yacksel R\xc3\xados,Oakland,605441
907,Emmanuel Rivera,Miami,656896
908,Ethan Roberts,Chicago,681799
909,David Robertson,"Chicago,Miami,New York,Philadelphia,Texas",502085
911,Nick Robertson,"Boston,Los Angeles,St. Louis",687798
912,Hansel Robles,Boston,570663
913,Carlos Rod\xc3\xb3n,"New York,San Francisco",607074
914,Dereck Rodr\xc3\xadguez,"Atlanta,Minnesota",605446
915,Eduardo Rodr\xc3\xadguez,Detroit,593958
916,Elvin Rodr\xc3\xadguez,"Detroit,Tampa Bay",660730
917,Grayson Rodriguez,Baltimore,680570
918,Joely Rodr\xc3\xadguez,"Boston,New York",570257
919,Jos\xc3\xa9 Rodr\xc3\xadguez,Seattle,642578
920,Manuel Rodr\xc3\xadguez,"Chicago,Tampa Bay",655889
921,Randy Rodr\xc3\xadguez,San Francisco,678495
922,Yariel Rodr\xc3\xadguez,Toronto,684320
923,Yerry Rodr\xc3\xadguez,Texas,666720
924,Josh Rogers,Washington,642028
925,Taylor Rogers,"Milwaukee,San Diego,San Francisco",573124
926,Trevor Rogers,Miami,669432
927,Tyler Rogers,San Francisco,643511
928,Josh Rojas,"Arizona,Seattle",668942
929,Miguel Rojas,Los Angeles,500743
930,Drew Rom,St. Louis,680723
931,Jordan Romano,Toronto,605447
932,Jhon Romero,Minnesota,664584
933,JoJo Romero,"Philadelphia,St. Louis",668941
934,Tommy Romero,"Tampa Bay,Washington",676720
935,Sergio Romo,"Seattle,Toronto",489265
937,Angel Rond\xc3\xb3n,St. Louis,667373
938,Ben Rortvedt,Tampa Bay,666163
939,Kenny Rosenberg,Los Angeles,670046
940,Joe Ross,Milwaukee,605452
941,Bubby Rossman,Philadelphia,657745
942,Landen Roupp,San Francisco,694738
943,Chris Roycroft,St. Louis,688297
944,Drew Rucinski,Oakland,607968
945,Michael Rucker,Chicago,621074
946,Darin Ruf,New York,573131
947,Jos\xc3\xa9 Ruiz,"Arizona,Chicago,Philadelphia",614179
948,Norge Ru\xc3\xadz,Oakland,650204
949,Jackson Rutledge,Washington,671131
950,Joe Ryan,Minnesota,657746
951,Ryder Ryan,"Pittsburgh,Seattle",656924
952,Hyun Jin Ryu,Toronto,547943
953,Andrew Saalfrank,Arizona,685314
954,Connor Sadzeck,Milwaukee,592712
955,Eduardo Salazar,"Cincinnati,Los Angeles",674285
956,Chris Sale,"Atlanta,Boston",519242
957,Adrian Sampson,Chicago,592716
958,Aaron Sanchez,"Minnesota,Washington",592717
959,An\xc3\xadbal S\xc3\xa1nchez,Washington,434671
960,Cristopher S\xc3\xa1nchez,Philadelphia,650911
961,Miguel S\xc3\xa1nchez,Milwaukee,667376
963,Sixto S\xc3\xa1nchez,Miami,664350
964,Yolmer Sanchez,Boston,570560
965,Phoenix Sanders,Tampa Bay,676637
966,Nick Sandlin,Cleveland,680704
967,Patrick Sandoval,Los Angeles,663776
968,Cole Sands,Minnesota,663485
969,Reiver Sanmartin,Cincinnati,665665
970,Miguel San\xc3\xb3,Los Angeles,593934
971,Dennis Santana,"New York,Texas",642701
972,Tony Santillan,Cincinnati,663574
973,Gregory Santos,"Chicago,San Francisco",666619
974,Tayler Saucedo,"Seattle,Toronto",642048
975,Matt Sauer,Kansas City,669422
976,Hirokazu Sawamura,Boston,617228
977,Josh Sborz,Texas,622250
978,Max Scherzer,"New York,Texas",453286
979,Clarke Schmidt,New York,657376
980,Jesse Scholtens,Chicago,669947
981,Jonathan Schoop,Detroit,570731
982,John Schreiber,"Boston,Kansas City",670167
983,Max Schrock,Cincinnati,621011
984,Frank Schwindel,Chicago,643524
985,Christian Scott,New York,681035
986,Tanner Scott,Miami,656945
987,Tayler Scott,"Boston,Houston,Los Angeles,Oakland,San Diego",605463
989,Connor Seabold,"Boston,Colorado",657756
990,JP Sears,"New York,Oakland",676664
991,Cody Sedlock,Baltimore,642060
992,Colin Selby,"Kansas City,Pittsburgh",681882
993,Sam Selman,Oakland,572125
994,Kodai Senga,New York,673540
995,Antonio Senzatela,Colorado,622608
996,Brian Serven,Colorado,661531
997,Anderson Severino,Chicago,644429
998,Luis Severino,New York,622663
999,Paul Sewald,"Arizona,Seattle",623149
1000,Bryan Shaw,"Chicago,Cleveland",543766
1001,Emmet Sheehan,Los Angeles,686218
1002,Jordan Sheffield,Colorado,642068
1003,Justus Sheffield,Seattle,656954
1004,Ryan Sherriff,Boston,595411
1005,Zack Short,Detroit,670097
1006,Chasen Shreve,"Cincinnati,Detroit,New York",592741
1007,Jared Shuster,"Atlanta,Chicago",694363
1008,Chase Silseth,Los Angeles,681217
1009,Andrelton Simmons,Chicago,592743
1010,Lucas Sims,Cincinnati,608371
1011,Brady Singer,Kansas City,663903
1012,Paul Skenes,Pittsburgh,694973
1013,Tarik Skubal,Detroit,669373
1015,Justin Slaten,Boston,686580
1016,Ethan Small,Milwaukee,663629
1017,Devin Smeltzer,"Miami,Minnesota",656970
1018,Burch Smith,Miami,572143
1019,Cade Smith,Cleveland,671922
1020,Caleb Smith,Arizona,592761
1021,Chad Smith,"Colorado,Oakland",663385
1022,Drew Smith,New York,622098
1023,Joe Smith,Minnesota,501925
1024,Will Smith,"Atlanta,Houston,Kansas City,Texas",519293
1025,AJ Smith-Shawver,Atlanta,700363
1026,Drew Smyly,Chicago,592767
1027,Kirby Snead,"Oakland,Seattle",669912
1028,Blake Snell,"San Diego,San Francisco",605483
1029,Collin Snider,"Kansas City,Seattle",676092
1030,Nicklaus Snyder,Texas,676766
1031,Jared Solomon,Cincinnati,676660
1032,Peter Solomon,Arizona,656981
1033,George Soriano,Miami,666277
1034,Jos\xc3\xa9 Soriano,Los Angeles,667755
1035,Michael Soroka,"Atlanta,Chicago",647336
1036,Gregory Soto,"Detroit,Philadelphia",642397
1037,Bennett Sousa,"Chicago,Houston,Milwaukee",656986
1038,Alex Speas,Texas,666208
1039,Gabe Speier,"Kansas City,Seattle",642100
1041,Mitch Spence,Oakland,687765
1042,Carson Spiers,Cincinnati,686730
1043,Jeffrey Springs,Tampa Bay,605488
1044,Locke St. John,Chicago,657766
1045,Jacob Stallings,Miami,607732
1046,Craig Stammen,San Diego,489334
1047,Ryne Stanek,"Houston,Seattle",592773
1048,Cody Stashak,Minnesota,664054
1049,Josh Staumont,"Kansas City,Minnesota",622251
1050,Drew Steckenrider,Seattle,608716
1051,Justin Steele,Chicago,657006
1052,Trevor Stephan,Cleveland,663986
1053,Jackson Stephens,Atlanta,623451
1054,Robert Stephenson,"Colorado,Pittsburgh,Tampa Bay",596112
1055,Brock Stewart,Minnesota,592779
1056,Gavin Stone,Los Angeles,694813
1057,Levi Stoudt,Cincinnati,686651
1058,Eric Stout,"Chicago,Pittsburgh",657770
1059,Matt Strahm,"Boston,Philadelphia",621381
1060,Dee Strange-Gordon,Washington,543829
1061,Stephen Strasburg,Washington,544931
1062,Chris Stratton,"Kansas City,Pittsburgh,St. Louis,Texas",608717
1063,Hunter Stratton,Pittsburgh,676702
1064,Hunter Strickland,"Cincinnati,Los Angeles",519326
1065,Spencer Strider,Atlanta,675911
1067,Ross Stripling,"Oakland,San Francisco,Toronto",548389
1068,Marcus Stroman,"Chicago,New York",573186
1069,Peter Strzelecki,"Arizona,Cleveland,Milwaukee",657265
1070,Garrett Stubbs,Philadelphia,596117
1071,Albert Su\xc3\xa1rez,Baltimore,544150
1072,Andrew Su\xc3\xa1rez,St. Louis,605498
1073,Jos\xc3\xa9 Suarez,Los Angeles,660761
1074,Ranger Su\xc3\xa1rez,Philadelphia,624133
1075,Robert Suarez,San Diego,663158
1076,Wander Suero,"Houston,Los Angeles",593833
1077,Beau Sulser,"Baltimore,Pittsburgh",676641
1078,Cole Sulser,"Arizona,Miami,New York",642121
1079,Brent Suter,"Cincinnati,Colorado,Milwaukee",608718
1080,Erik Swanson,"Seattle,Toronto",657024
1081,Matt Swarmer,Chicago,664161
1082,Devin Sweet,"Oakland,Seattle",682967
1083,Noah Syndergaard,"Cleveland,Los Angeles,Philadelphia",592789
1084,Thomas Szapucki,"New York,San Francisco",663378
1085,Jameson Taillon,"Chicago,New York",592791
1086,Domingo Tapia,"Oakland,San Diego",593619
1087,Freddy Tarnok,"Atlanta,Oakland",676206
1088,Dillon Tate,Baltimore,622253
1089,Blake Taylor,Houston,642130
1090,Josh Taylor,Kansas City,657031
1091,Michael A. Taylor,Kansas City,572191
1093,Julio Teheran,"Milwaukee,New York",527054
1094,Rowdy Tellez,Milwaukee,642133
1095,Kai-Wei Teng,San Francisco,678906
1096,Ryan Tepera,"Los Angeles,St. Louis",572193
1097,Jackson Tetreault,Washington,676194
1098,Juan Then,Seattle,672730
1099,Caleb Thielbar,Minnesota,573204
1100,Lane Thomas,Washington,657041
1101,Keegan Thompson,Chicago,624522
1102,Mason Thompson,Washington,666168
1103,Ryan Thompson,"Arizona,Tampa Bay",657044
1104,Zach Thompson,Pittsburgh,605507
1105,Zack Thompson,St. Louis,668868
1106,Tyler Thornburg,"Atlanta,Minnesota",592804
1107,Trent Thornton,"Seattle,Toronto",663423
1108,Jes\xc3\xbas Tinoco,Texas,622786
1109,Michael Tonkin,"Atlanta,Minnesota,New York",543859
1110,Justin Topa,"Milwaukee,Seattle",623437
1111,Luis Torrens,Seattle,620443
1112,Touki Toussaint,"Chicago,Cleveland,Los Angeles",657053
1113,Blake Treinen,Los Angeles,595014
1114,Alan Trejo,Colorado,676701
1115,Jose Trevino,New York,624431
1116,Lou Trivino,"New York,Oakland",642152
1117,Tanner Tully,Cleveland,668684
1119,Spencer Turnbull,"Detroit,Philadelphia",605513
1120,Kyle Tyler,"Miami,San Diego",667725
1121,Edwin Uceta,"Arizona,New York,Tampa Bay",670955
1122,Erich Uelmen,"Chicago,Philadelphia",657272
1123,Duane Underwood Jr.,Pittsburgh,621249
1124,Jos\xc3\xa9 Ure\xc3\xb1a,"Chicago,Colorado,Milwaukee,Texas",570632
1125,Julio Ur\xc3\xadas,Los Angeles,628711
1126,Abner Uribe,Milwaukee,682842
1127,Jos\xc3\xa9 Urquidy,Houston,664353
1128,Naoyuki Uwasawa,Boston,683822
1129,C\xc3\xa9sar Valdez,Los Angeles,491624
1130,Framber Valdez,Houston,664285
1131,Phillips Vald\xc3\xa9z,Boston,570488
1132,Chris Vallimont,Baltimore,681808
1133,Ricky Vanasco,Los Angeles,676568
1134,Josh VanMeter,Pittsburgh,642165
1135,Carlos Vargas,Arizona,672841
1136,Ildemaro Vargas,Washington,545121
1137,Gus Varland,"Los Angeles,Milwaukee",681402
1138,Louie Varland,Minnesota,686973
1139,Andrew Vasquez,"Detroit,Philadelphia,San Francisco,Toronto",607755
1140,Randy V\xc3\xa1squez,"New York,San Diego",681190
1141,Vince Velasquez,"Chicago,Pittsburgh",592826
1142,Anthony Veneziano,Kansas City,685107
1143,Drew VerHagen,St. Louis,572403
1145,Justin Verlander,"Houston,New York",434378
1146,Alex Vesia,Los Angeles,681911
1147,Nick Vespi,Baltimore,663989
1148,Will Vest,Detroit,676684
1149,Cam Vieaux,Pittsburgh,664944
1150,Thyago Vieira,Milwaukee,600986
1151,Eli Villalobos,Miami,681871
1152,David Villar,San Francisco,681584
1153,Darius Vines,Atlanta,670241
1154,Arodys Vizca\xc3\xadno,Kansas City,527055
1155,Victor Vodnik,Colorado,680767
1156,Jason Vosler,Cincinnati,613564
1157,Austin Voth,"Baltimore,Seattle,Washington",608723
1158,Michael Wacha,"Boston,Kansas City,San Diego",608379
1159,Jacob Waguespack,Tampa Bay,621097
1160,Adam Wainwright,St. Louis,425794
1161,Cole Waites,San Francisco,686972
1162,Ken Waldichuk,Oakland,686610
1163,Matt Waldron,San Diego,663362
1164,Josh Walker,New York,677020
1165,Ryan Walker,San Francisco,676254
1166,Taijuan Walker,"New York,Philadelphia",592836
1167,Jake Walsh,St. Louis,673904
1168,Blake Walston,Arizona,686796
1169,Brandon Walter,Boston,687888
1171,Nash Walters,Los Angeles,663534
1172,Donovan Walton,San Francisco,622268
1173,Andrew Wantz,Los Angeles,681806
1174,Thaddeus Ward,Washington,663658
1175,Art Warren,Cincinnati,605521
1176,Austin Warren,Los Angeles,681810
1177,Spenser Watkins,"Baltimore,Oakland",657093
1178,Ryan Weathers,"Miami,San Diego",677960
1179,Luke Weaver,"Arizona,Cincinnati,Kansas City,New York,Seattle",596133
1180,Jacob Webb,"Baltimore,Los Angeles",657097
1181,Logan Webb,San Francisco,657277
1182,Ryan Weber,New York,543901
1183,Jordan Weems,Washington,607179
1184,Zack Weiss,"Boston,Los Angeles",592848
1185,Greg Weissert,"Boston,New York",669711
1186,Alex Wells,Baltimore,649144
1187,Tyler Wells,Baltimore,669330
1188,J.B. Wendelken,Arizona,605525
1189,Joey Wentz,Detroit,666214
1190,Hayden Wesneski,Chicago,669713
1191,Zack Wheeler,Philadelphia,554430
1192,Brendan White,Detroit,686839
1193,Mitch White,"Los Angeles,Milwaukee,San Francisco,Toronto",669952
1194,Owen White,Texas,669391
1195,Forrest Whitley,Houston,666215
1197,Kodi Whitley,St. Louis,676831
1198,Garrett Whitlock,Boston,676477
1199,Rowan Wick,Chicago,592858
1200,Jordan Wicks,Chicago,696136
1201,Taylor Widener,Arizona,642203
1202,Collin Wiles,Oakland,621079
1203,Devin Williams,Milwaukee,642207
1204,Gavin Williams,Cleveland,668909
1205,Luke Williams,"Atlanta,Los Angeles",663897
1206,Trevor Williams,"New York,Washington",592866
1207,Brandon Williamson,Cincinnati,682227
1208,Amos Willingham,Washington,686294
1209,Bryse Wilson,"Milwaukee,Pittsburgh",669060
1210,Justin Wilson,Cincinnati,458677
1211,Steven Wilson,"Chicago,San Diego",621051
1212,Allan Winans,Atlanta,642216
1213,Josh Winckowski,Boston,670174
1214,Josh Winder,Minnesota,680739
1215,Trey Wingenter,Detroit,622259
1216,Cole Winn,Texas,668390
1217,Keaton Winn,San Francisco,676775
1218,Patrick Wisdom,Chicago,621550
1219,Brett Wisely,San Francisco,689172
1220,Matt Wisler,Tampa Bay,605538
1221,Nick Wittgren,"Kansas City,St. Louis",621295
1223,Jackson Wolf,San Diego,680232
1224,Jake Wong,Cincinnati,673858
1225,Bryan Woo,Seattle,693433
1226,Alex Wood,"Oakland,San Francisco",622072
1227,Jake Woodford,St. Louis,663765
1228,Brandon Woodruff,Milwaukee,605540
1229,Simeon Woods Richardson,Minnesota,680573
1230,William Woods,Atlanta,682016
1231,Kyle Wright,Atlanta,657140
1232,Randy Wynne,Cincinnati,691094
1233,Austin Wynns,San Francisco,642851
1234,Jimmy Yacabonis,"Miami,New York,Tampa Bay",642231
1235,Miguel Yajure,Pittsburgh,664337
1236,Yoshinobu Yamamoto,Los Angeles,808967
1237,Ryan Yarbrough,"Kansas City,Los Angeles,Tampa Bay",642232
1238,Kirby Yates,"Atlanta,Texas",489446
1239,Huascar Ynoa,Atlanta,660623
1240,Alex Young,"Cincinnati,Cleveland,San Francisco",622065
1241,Danny Young,"Atlanta,New York,Seattle",664849
1242,Aneurys Zabala,Miami,656008
1243,Rob Zastryzny,"Los Angeles,New York,Pittsburgh",642239
1244,Seby Zavala,Arizona,664874
1245,Angel Zerpa,Kansas City,672582
1246,T.J. Zeuch,Cincinnati,643615
1247,Bruce Zimmermann,Baltimore,669145
1248,Guillo Zu\xc3\xb1iga,"Los Angeles,St. Louis",670871
