SEASON_ID,GAME_DATE,GAME_ID,AWAY_NAME,HOME_NAME,AWAY_ID,HOME_ID
22020,2020-12-27,0022000037,Boston Celtics,Indiana Pacers,1610612738,1610612754
22020,2020-12-27,0022000032,Brooklyn Nets,Charlotte Hornets,1610612751,1610612766
22020,2020-12-27,0022000035,Philadelphia 76ers,Cleveland Cavaliers,1610612755,1610612739
22020,2020-12-27,0022000039,Phoenix Suns,Sacramento Kings,1610612756,1610612758
22020,2020-12-27,0022000036,Milwaukee Bucks,New York Knicks,1610612749,1610612752
22020,2020-12-28,0022000041,Detroit Pistons,Atlanta Hawks,1610612765,1610612737
22020,2020-12-28,0022000043,Utah Jazz,Oklahoma City Thunder,1610612762,1610612760
22020,2020-12-28,0022000045,Portland Trail Blazers,Los Angeles Lakers,1610612757,1610612747
22020,2020-12-28,0022000042,Memphis Grizzlies,Brooklyn Nets,1610612763,1610612751
22020,2020-12-28,0022000044,Houston Rockets,Denver Nuggets,1610612745,1610612743
22020,2020-12-29,0022000049,Toronto Raptors,Philadelphia 76ers,1610612761,1610612755
22020,2020-12-29,0022000052,Orlando Magic,Oklahoma City Thunder,1610612753,1610612760
22020,2020-12-29,0022000047,Golden State Warriors,Detroit Pistons,1610612744,1610612765
22020,2020-12-29,0022000055,Denver Nuggets,Sacramento Kings,1610612743,1610612758
22020,2020-12-29,0022000048,Boston Celtics,Indiana Pacers,1610612738,1610612754
22020,2020-12-29,0022000053,New Orleans Pelicans,Phoenix Suns,1610612740,1610612756
22020,2020-12-29,0022000050,Chicago Bulls,Washington Wizards,1610612741,1610612764
22020,2020-12-29,0022000051,Milwaukee Bucks,Miami Heat,1610612749,1610612748
22020,2020-12-29,0022000054,Minnesota Timberwolves,Los Angeles Clippers,1610612750,1610612746
22020,2020-12-29,0022000046,New York Knicks,Cleveland Cavaliers,1610612752,1610612739
22020,2020-12-30,0022000061,Portland Trail Blazers,Los Angeles Clippers,1610612757,1610612746
22020,2020-12-30,0022000056,Memphis Grizzlies,Boston Celtics,1610612763,1610612738
22020,2020-12-30,0022000057,Atlanta Hawks,Brooklyn Nets,1610612737,1610612751
22020,2020-12-30,0022000059,Charlotte Hornets,Dallas Mavericks,1610612766,1610612742
22020,2020-12-30,0022000060,Los Angeles Lakers,San Antonio Spurs,1610612747,1610612759
22020,2020-12-30,0022000058,Milwaukee Bucks,Miami Heat,1610612749,1610612748
22020,2020-12-31,0022000066,New York Knicks,Toronto Raptors,1610612752,1610612761
22020,2020-12-31,0022000065,Sacramento Kings,Houston Rockets,1610612758,1610612745
22020,2020-12-31,0022000067,New Orleans Pelicans,Oklahoma City Thunder,1610612740,1610612760
22020,2020-12-31,0022000062,Cleveland Cavaliers,Indiana Pacers,1610612739,1610612754
22020,2020-12-31,0022000068,Phoenix Suns,Utah Jazz,1610612756,1610612762
22020,2020-12-31,0022000063,Chicago Bulls,Washington Wizards,1610612741,1610612764
22020,2020-12-31,0022000064,Philadelphia 76ers,Orlando Magic,1610612755,1610612753
22020,2021-01-01,0022000076,Phoenix Suns,Denver Nuggets,1610612756,1610612743
22020,2021-01-01,0022000074,Washington Wizards,Minnesota Timberwolves,1610612764,1610612750
22020,2021-01-01,0022000078,Portland Trail Blazers,Golden State Warriors,1610612757,1610612744
22020,2021-01-01,0022000075,Los Angeles Lakers,San Antonio Spurs,1610612747,1610612759
22020,2021-01-01,0022000069,Memphis Grizzlies,Charlotte Hornets,1610612763,1610612766
22020,2021-01-01,0022000073,Chicago Bulls,Milwaukee Bucks,1610612741,1610612749
22020,2021-01-01,0022000071,Miami Heat,Dallas Mavericks,1610612748,1610612742
22020,2021-01-01,0022000077,Los Angeles Clippers,Utah Jazz,1610612746,1610612762
22020,2021-01-01,0022000072,Atlanta Hawks,Brooklyn Nets,1610612737,1610612751
22020,2021-01-01,0022000070,Boston Celtics,Detroit Pistons,1610612738,1610612765
22020,2021-01-02,0022000082,Charlotte Hornets,Philadelphia 76ers,1610612766,1610612755
22020,2021-01-02,0022000080,New York Knicks,Indiana Pacers,1610612752,1610612754
22020,2021-01-02,0022000083,Cleveland Cavaliers,Atlanta Hawks,1610612739,1610612737
22020,2021-01-02,0022000084,Toronto Raptors,New Orleans Pelicans,1610612761,1610612740
22020,2021-01-02,0022000079,Sacramento Kings,Houston Rockets,1610612758,1610612745
22020,2021-01-02,0022000081,Oklahoma City Thunder,Orlando Magic,1610612760,1610612753
22020,2021-01-03,0022000090,Dallas Mavericks,Chicago Bulls,1610612742,1610612741
22020,2021-01-03,0022000089,Utah Jazz,San Antonio Spurs,1610612762,1610612759
22020,2021-01-03,0022000085,Boston Celtics,Detroit Pistons,1610612738,1610612765
22020,2021-01-03,0022000091,Los Angeles Clippers,Phoenix Suns,1610612746,1610612756
22020,2021-01-03,0022000088,Denver Nuggets,Minnesota Timberwolves,1610612743,1610612750
22020,2021-01-03,0022000087,Los Angeles Lakers,Memphis Grizzlies,1610612747,1610612763
22020,2021-01-03,0022000092,Portland Trail Blazers,Golden State Warriors,1610612757,1610612744
22020,2021-01-03,0022000086,Washington Wizards,Brooklyn Nets,1610612764,1610612751
22020,2021-01-04,0022000100,Indiana Pacers,New Orleans Pelicans,1610612754,1610612740
22020,2021-01-04,0022000099,Detroit Pistons,Milwaukee Bucks,1610612765,1610612749
22020,2021-01-04,0022000098,Dallas Mavericks,Houston Rockets,1610612742,1610612745
22020,2021-01-04,0022000094,Charlotte Hornets,Philadelphia 76ers,1610612766,1610612755
22020,2021-01-04,0022000096,Oklahoma City Thunder,Miami Heat,1610612760,1610612748
22020,2021-01-04,0022000097,Boston Celtics,Toronto Raptors,1610612738,1610612761
22020,2021-01-04,0022000101,Sacramento Kings,Golden State Warriors,1610612758,1610612744
22020,2021-01-04,0022000093,Cleveland Cavaliers,Orlando Magic,1610612739,1610612753
22020,2021-01-04,0022000095,New York Knicks,Atlanta Hawks,1610612752,1610612737
22020,2021-01-05,0022000104,Minnesota Timberwolves,Denver Nuggets,1610612750,1610612743
22020,2021-01-05,0022000106,Chicago Bulls,Portland Trail Blazers,1610612741,1610612757
22020,2021-01-05,0022000102,Utah Jazz,Brooklyn Nets,1610612762,1610612751
22020,2021-01-05,0022000103,Los Angeles Lakers,Memphis Grizzlies,1610612747,1610612763
22020,2021-01-05,0022000105,San Antonio Spurs,Los Angeles Clippers,1610612759,1610612746
22020,2021-01-06,0022000114,Oklahoma City Thunder,New Orleans Pelicans,1610612760,1610612740
22020,2021-01-06,0022000113,Detroit Pistons,Milwaukee Bucks,1610612765,1610612749
22020,2021-01-06,0022000110,Charlotte Hornets,Atlanta Hawks,1610612766,1610612737
22020,2021-01-06,0022000107,Houston Rockets,Indiana Pacers,1610612745,1610612754
22020,2021-01-06,0022000109,Washington Wizards,Philadelphia 76ers,1610612764,1610612755
22020,2021-01-06,0022000111,Boston Celtics,Miami Heat,1610612738,1610612748
22020,2021-01-06,0022000116,Los Angeles Clippers,Golden State Warriors,1610612746,1610612744
22020,2021-01-06,0022000115,Toronto Raptors,Phoenix Suns,1610612761,1610612756
22020,2021-01-06,0022000117,Chicago Bulls,Sacramento Kings,1610612741,1610612758
22020,2021-01-06,0022000112,Utah Jazz,New York Knicks,1610612762,1610612752
22020,2021-01-06,0022000108,Cleveland Cavaliers,Orlando Magic,1610612739,1610612753
22020,2021-01-07,0022000120,Dallas Mavericks,Denver Nuggets,1610612742,1610612743
22020,2021-01-07,0022000118,Philadelphia 76ers,Brooklyn Nets,1610612755,1610612751
22020,2021-01-07,0022000119,Cleveland Cavaliers,Memphis Grizzlies,1610612739,1610612763
22020,2021-01-07,0022000122,Minnesota Timberwolves,Portland Trail Blazers,1610612750,1610612757
22020,2021-01-07,0022000121,San Antonio Spurs,Los Angeles Lakers,1610612759,1610612747
22020,2021-01-08,0022000127,Orlando Magic,Houston Rockets,1610612753,1610612745
22020,2021-01-08,0022000124,Washington Wizards,Boston Celtics,1610612764,1610612738
22020,2021-01-08,0022000128,Brooklyn Nets,Memphis Grizzlies,1610612751,1610612763
22020,2021-01-08,0022000131,Chicago Bulls,Los Angeles Lakers,1610612741,1610612747
22020,2021-01-08,0022000129,Utah Jazz,Milwaukee Bucks,1610612762,1610612749
22020,2021-01-08,0022000123,Phoenix Suns,Detroit Pistons,1610612756,1610612765
22020,2021-01-08,0022000126,Charlotte Hornets,New Orleans Pelicans,1610612766,1610612740
22020,2021-01-08,0022000125,Oklahoma City Thunder,New York Knicks,1610612760,1610612752
22020,2021-01-08,0022000132,Toronto Raptors,Sacramento Kings,1610612761,1610612758
22020,2021-01-08,0022000130,Los Angeles Clippers,Golden State Warriors,1610612746,1610612744
22020,2021-01-09,0022000138,San Antonio Spurs,Minnesota Timberwolves,1610612759,1610612750
22020,2021-01-09,0022000135,Phoenix Suns,Indiana Pacers,1610612756,1610612754
22020,2021-01-09,0022000140,Portland Trail Blazers,Sacramento Kings,1610612757,1610612758
22020,2021-01-09,0022000136,Miami Heat,Washington Wizards,1610612748,1610612764
22020,2021-01-09,0022000133,Denver Nuggets,Philadelphia 76ers,1610612743,1610612755
22020,2021-01-09,0022000137,Cleveland Cavaliers,Milwaukee Bucks,1610612739,1610612749
22020,2021-01-09,0022000134,Atlanta Hawks,Charlotte Hornets,1610612737,1610612766
22020,2021-01-09,0022000139,Orlando Magic,Dallas Mavericks,1610612753,1610612742
22020,2021-01-10,0022000142,Chicago Bulls,Los Angeles Clippers,1610612741,1610612746
22020,2021-01-10,0022000147,San Antonio Spurs,Minnesota Timberwolves,1610612759,1610612750
22020,2021-01-10,0022000148,Toronto Raptors,Golden State Warriors,1610612761,1610612744
22020,2021-01-10,0022000141,Utah Jazz,Detroit Pistons,1610612762,1610612765
22020,2021-01-10,0022000143,Oklahoma City Thunder,Brooklyn Nets,1610612760,1610612751
22020,2021-01-10,0022000144,Denver Nuggets,New York Knicks,1610612743,1610612752
22020,2021-01-10,0022000146,Los Angeles Lakers,Houston Rockets,1610612747,1610612745
22020,2021-01-11,0022000155,Toronto Raptors,Portland Trail Blazers,1610612761,1610612757
22020,2021-01-11,0022000149,New York Knicks,Charlotte Hornets,1610612752,1610612766
22020,2021-01-11,0022000151,Milwaukee Bucks,Orlando Magic,1610612749,1610612753
22020,2021-01-11,0022000152,Phoenix Suns,Washington Wizards,1610612756,1610612764
22020,2021-01-11,0022000150,Memphis Grizzlies,Cleveland Cavaliers,1610612763,1610612739
22020,2021-01-11,0022000153,Philadelphia 76ers,Atlanta Hawks,1610612755,1610612737
22020,2021-01-11,0022000156,Indiana Pacers,Sacramento Kings,1610612754,1610612758
22020,2021-01-12,0022000162,San Antonio Spurs,Oklahoma City Thunder,1610612759,1610612760
22020,2021-01-12,0022000157,Miami Heat,Philadelphia 76ers,1610612748,1610612755
22020,2021-01-12,0022000158,Denver Nuggets,Brooklyn Nets,1610612743,1610612751
22020,2021-01-12,0022000163,Indiana Pacers,Golden State Warriors,1610612754,1610612744
22020,2021-01-12,0022000159,Utah Jazz,Cleveland Cavaliers,1610612762,1610612739
22020,2021-01-12,0022000161,Los Angeles Lakers,Houston Rockets,1610612747,1610612745
22020,2021-01-13,0022000164,Dallas Mavericks,Charlotte Hornets,1610612742,1610612766
22020,2021-01-13,0022000169,Memphis Grizzlies,Minnesota Timberwolves,1610612763,1610612750
22020,2021-01-13,0022000170,Los Angeles Lakers,Oklahoma City Thunder,1610612747,1610612760
22020,2021-01-13,0022000173,Portland Trail Blazers,Sacramento Kings,1610612757,1610612758
22020,2021-01-13,0022000172,New Orleans Pelicans,Los Angeles Clippers,1610612740,1610612746
22020,2021-01-13,0022000168,Brooklyn Nets,New York Knicks,1610612751,1610612752
22020,2021-01-13,0022000165,Milwaukee Bucks,Detroit Pistons,1610612749,1610612765
22020,2021-01-14,0022000178,Indiana Pacers,Portland Trail Blazers,1610612754,1610612757
22020,2021-01-14,0022000176,Houston Rockets,San Antonio Spurs,1610612745,1610612759
22020,2021-01-14,0022000175,Charlotte Hornets,Toronto Raptors,1610612766,1610612761
22020,2021-01-14,0022000174,Miami Heat,Philadelphia 76ers,1610612748,1610612755
22020,2021-01-14,0022000177,Golden State Warriors,Denver Nuggets,1610612744,1610612743
22020,2021-01-15,0022000186,Atlanta Hawks,Utah Jazz,1610612737,1610612762
22020,2021-01-15,0022000182,Dallas Mavericks,Milwaukee Bucks,1610612742,1610612749
22020,2021-01-15,0022000184,Chicago Bulls,Oklahoma City Thunder,1610612741,1610612760
22020,2021-01-15,0022000180,Orlando Magic,Boston Celtics,1610612753,1610612738
22020,2021-01-15,0022000181,New York Knicks,Cleveland Cavaliers,1610612752,1610612739
22020,2021-01-15,0022000188,Los Angeles Clippers,Sacramento Kings,1610612746,1610612758
22020,2021-01-15,0022000187,New Orleans Pelicans,Los Angeles Lakers,1610612740,1610612747
22020,2021-01-16,0022000193,Philadelphia 76ers,Memphis Grizzlies,1610612755,1610612763
22020,2021-01-16,0022000195,Atlanta Hawks,Portland Trail Blazers,1610612737,1610612757
22020,2021-01-16,0022000191,Charlotte Hornets,Toronto Raptors,1610612766,1610612761
22020,2021-01-16,0022000192,Detroit Pistons,Miami Heat,1610612765,1610612748
22020,2021-01-16,0022000190,Orlando Magic,Brooklyn Nets,1610612753,1610612751
22020,2021-01-16,0022000189,Houston Rockets,San Antonio Spurs,1610612745,1610612759
22020,2021-01-17,0022000198,Chicago Bulls,Dallas Mavericks,1610612741,1610612742
22020,2021-01-17,0022000200,Utah Jazz,Denver Nuggets,1610612762,1610612743
22020,2021-01-17,0022000196,New York Knicks,Boston Celtics,1610612752,1610612738
22020,2021-01-17,0022000202,Indiana Pacers,Los Angeles Clippers,1610612754,1610612746
22020,2021-01-17,0022000201,New Orleans Pelicans,Sacramento Kings,1610612740,1610612758
22020,2021-01-18,0022000210,Dallas Mavericks,Toronto Raptors,1610612742,1610612761
22020,2021-01-18,0022000203,Orlando Magic,New York Knicks,1610612753,1610612752
22020,2021-01-18,0022000211,Houston Rockets,Chicago Bulls,1610612745,1610612741
22020,2021-01-18,0022000209,Milwaukee Bucks,Brooklyn Nets,1610612749,1610612751
22020,2021-01-18,0022000212,Golden State Warriors,Los Angeles Lakers,1610612744,1610612747
22020,2021-01-18,0022000207,San Antonio Spurs,Portland Trail Blazers,1610612759,1610612757
22020,2021-01-18,0022000208,Phoenix Suns,Memphis Grizzlies,1610612756,1610612763
22020,2021-01-18,0022000205,Minnesota Timberwolves,Atlanta Hawks,1610612750,1610612737
22020,2021-01-18,0022000206,Detroit Pistons,Miami Heat,1610612765,1610612748
22020,2021-01-19,0022000213,Oklahoma City Thunder,Denver Nuggets,1610612760,1610612743
22020,2021-01-19,0022000214,New Orleans Pelicans,Utah Jazz,1610612740,1610612762
22020,2021-01-20,0022000216,Brooklyn Nets,Cleveland Cavaliers,1610612751,1610612739
22020,2021-01-20,0022000220,Miami Heat,Toronto Raptors,1610612748,1610612761
22020,2021-01-20,0022000224,Sacramento Kings,Los Angeles Clippers,1610612758,1610612746
22020,2021-01-20,0022000217,Dallas Mavericks,Indiana Pacers,1610612742,1610612754
22020,2021-01-20,0022000223,San Antonio Spurs,Golden State Warriors,1610612759,1610612744
22020,2021-01-20,0022000222,Phoenix Suns,Houston Rockets,1610612756,1610612745
22020,2021-01-20,0022000219,Detroit Pistons,Atlanta Hawks,1610612765,1610612737
22020,2021-01-20,0022000218,Boston Celtics,Philadelphia 76ers,1610612738,1610612755
22020,2021-01-20,0022000221,Orlando Magic,Minnesota Timberwolves,1610612753,1610612750
22020,2021-01-21,0022000226,Los Angeles Lakers,Milwaukee Bucks,1610612747,1610612749
22020,2021-01-21,0022000227,New Orleans Pelicans,Utah Jazz,1610612740,1610612762
22020,2021-01-21,0022000228,New York Knicks,Golden State Warriors,1610612752,1610612744
22020,2021-01-22,0022000239,Oklahoma City Thunder,Los Angeles Clippers,1610612760,1610612746
22020,2021-01-22,0022000236,Atlanta Hawks,Minnesota Timberwolves,1610612737,1610612750
22020,2021-01-22,0022000234,Miami Heat,Toronto Raptors,1610612748,1610612761
22020,2021-01-22,0022000238,Denver Nuggets,Phoenix Suns,1610612743,1610612756
22020,2021-01-22,0022000233,Boston Celtics,Philadelphia 76ers,1610612738,1610612755
22020,2021-01-22,0022000231,Orlando Magic,Indiana Pacers,1610612753,1610612754
22020,2021-01-22,0022000237,Dallas Mavericks,San Antonio Spurs,1610612742,1610612759
22020,2021-01-22,0022000230,Houston Rockets,Detroit Pistons,1610612745,1610612765
22020,2021-01-22,0022000232,Brooklyn Nets,Cleveland Cavaliers,1610612751,1610612739
22020,2021-01-22,0022000241,New York Knicks,Sacramento Kings,1610612752,1610612758
22020,2021-01-22,0022000229,Chicago Bulls,Charlotte Hornets,1610612741,1610612766
22020,2021-01-23,0022000246,New Orleans Pelicans,Minnesota Timberwolves,1610612740,1610612750
22020,2021-01-23,0022000245,Los Angeles Lakers,Chicago Bulls,1610612747,1610612741
22020,2021-01-23,0022000243,Philadelphia 76ers,Detroit Pistons,1610612755,1610612765
22020,2021-01-23,0022000244,Miami Heat,Brooklyn Nets,1610612748,1610612751
22020,2021-01-23,0022000247,Houston Rockets,Dallas Mavericks,1610612745,1610612742
22020,2021-01-23,0022000242,Golden State Warriors,Utah Jazz,1610612744,1610612762
22020,2021-01-23,0022000248,Denver Nuggets,Phoenix Suns,1610612743,1610612756
22020,2021-01-24,0022000253,Washington Wizards,San Antonio Spurs,1610612764,1610612759
22020,2021-01-24,0022000256,New York Knicks,Portland Trail Blazers,1610612752,1610612757
22020,2021-01-24,0022000250,Cleveland Cavaliers,Boston Celtics,1610612739,1610612738
22020,2021-01-24,0022000254,Atlanta Hawks,Milwaukee Bucks,1610612737,1610612749
22020,2021-01-24,0022000251,Oklahoma City Thunder,Los Angeles Clippers,1610612760,1610612746
22020,2021-01-24,0022000252,Charlotte Hornets,Orlando Magic,1610612766,1610612753
22020,2021-01-24,0022000249,Toronto Raptors,Indiana Pacers,1610612761,1610612754
22020,2021-01-25,0022000266,Minnesota Timberwolves,Golden State Warriors,1610612750,1610612744
22020,2021-01-25,0022000261,Los Angeles Lakers,Cleveland Cavaliers,1610612747,1610612739
22020,2021-01-25,0022000262,Boston Celtics,Chicago Bulls,1610612738,1610612741
22020,2021-01-25,0022000267,Oklahoma City Thunder,Portland Trail Blazers,1610612760,1610612757
22020,2021-01-25,0022000260,Miami Heat,Brooklyn Nets,1610612748,1610612751
22020,2021-01-25,0022000258,Toronto Raptors,Indiana Pacers,1610612761,1610612754
22020,2021-01-25,0022000265,Denver Nuggets,Dallas Mavericks,1610612743,1610612742
22020,2021-01-25,0022000257,Philadelphia 76ers,Detroit Pistons,1610612755,1610612765
22020,2021-01-25,0022000259,Charlotte Hornets,Orlando Magic,1610612766,1610612753
22020,2021-01-26,0022000268,Los Angeles Clippers,Atlanta Hawks,1610612746,1610612737
22020,2021-01-26,0022000270,New York Knicks,Utah Jazz,1610612752,1610612762
22020,2021-01-26,0022000269,Washington Wizards,Houston Rockets,1610612764,1610612745
22020,2021-01-27,0022000282,Dallas Mavericks,Utah Jazz,1610612742,1610612762
22020,2021-01-27,0022000274,Brooklyn Nets,Atlanta Hawks,1610612751,1610612737
22020,2021-01-27,0022000280,Boston Celtics,San Antonio Spurs,1610612738,1610612759
22020,2021-01-27,0022000276,Los Angeles Lakers,Philadelphia 76ers,1610612747,1610612755
22020,2021-01-27,0022000283,Minnesota Timberwolves,Golden State Warriors,1610612750,1610612744
22020,2021-01-27,0022000279,Washington Wizards,New Orleans Pelicans,1610612764,1610612740
22020,2021-01-27,0022000275,Denver Nuggets,Miami Heat,1610612743,1610612748
22020,2021-01-27,0022000272,Detroit Pistons,Cleveland Cavaliers,1610612765,1610612739
22020,2021-01-27,0022000271,Indiana Pacers,Charlotte Hornets,1610612754,1610612766
22020,2021-01-27,0022000281,Oklahoma City Thunder,Phoenix Suns,1610612760,1610612756
22020,2021-01-27,0022000273,Sacramento Kings,Orlando Magic,1610612758,1610612753
22020,2021-01-27,0022000277,Milwaukee Bucks,Toronto Raptors,1610612749,1610612761
22020,2021-01-28,0022000285,Los Angeles Clippers,Miami Heat,1610612746,1610612748
22020,2021-01-28,0022000284,Los Angeles Lakers,Detroit Pistons,1610612747,1610612765
22020,2021-01-28,0022000286,Golden State Warriors,Phoenix Suns,1610612744,1610612756
22020,2021-01-28,0022000287,Portland Trail Blazers,Houston Rockets,1610612757,1610612745
22020,2021-01-29,0022000296,Denver Nuggets,San Antonio Spurs,1610612743,1610612759
22020,2021-01-29,0022000293,Milwaukee Bucks,New Orleans Pelicans,1610612749,1610612740
22020,2021-01-29,0022000295,Brooklyn Nets,Oklahoma City Thunder,1610612751,1610612760
22020,2021-01-29,0022000292,Sacramento Kings,Toronto Raptors,1610612758,1610612761
22020,2021-01-29,0022000294,Philadelphia 76ers,Minnesota Timberwolves,1610612755,1610612750
22020,2021-01-29,0022000288,Indiana Pacers,Charlotte Hornets,1610612754,1610612766
22020,2021-01-29,0022000290,Atlanta Hawks,Washington Wizards,1610612737,1610612764
22020,2021-01-29,0022000289,Los Angeles Clippers,Orlando Magic,1610612746,1610612753
22020,2021-01-29,0022000291,Cleveland Cavaliers,New York Knicks,1610612739,1610612752
22020,2021-01-29,0022000297,Dallas Mavericks,Utah Jazz,1610612742,1610612762
22020,2021-01-30,0022000301,Sacramento Kings,Miami Heat,1610612758,1610612748
22020,2021-01-30,0022000303,Phoenix Suns,Dallas Mavericks,1610612756,1610612742
22020,2021-01-30,0022000304,Memphis Grizzlies,San Antonio Spurs,1610612763,1610612759
22020,2021-01-30,0022000300,Houston Rockets,New Orleans Pelicans,1610612745,1610612740
22020,2021-01-30,0022000305,Detroit Pistons,Golden State Warriors,1610612765,1610612744
22020,2021-01-30,0022000299,Milwaukee Bucks,Charlotte Hornets,1610612749,1610612766
22020,2021-01-30,0022000302,Los Angeles Lakers,Boston Celtics,1610612747,1610612738
22020,2021-01-30,0022000298,Portland Trail Blazers,Chicago Bulls,1610612757,1610612741
22020,2021-01-31,0022000307,Philadelphia 76ers,Indiana Pacers,1610612755,1610612754
22020,2021-01-31,0022000309,Orlando Magic,Toronto Raptors,1610612753,1610612761
22020,2021-01-31,0022000306,Utah Jazz,Denver Nuggets,1610612762,1610612743
22020,2021-01-31,0022000308,Los Angeles Clippers,New York Knicks,1610612746,1610612752
22020,2021-01-31,0022000311,Cleveland Cavaliers,Minnesota Timberwolves,1610612739,1610612750
22020,2021-01-31,0022000310,Brooklyn Nets,Washington Wizards,1610612751,1610612764
22020,2021-02-01,0022000319,Phoenix Suns,Dallas Mavericks,1610612756,1610612742
22020,2021-02-01,0022000318,Houston Rockets,Oklahoma City Thunder,1610612745,1610612760
22020,2021-02-01,0022000314,Charlotte Hornets,Miami Heat,1610612766,1610612748
22020,2021-02-01,0022000317,Sacramento Kings,New Orleans Pelicans,1610612758,1610612740
22020,2021-02-01,0022000320,Memphis Grizzlies,San Antonio Spurs,1610612763,1610612759
22020,2021-02-01,0022000315,New York Knicks,Chicago Bulls,1610612752,1610612741
22020,2021-02-01,0022000312,Minnesota Timberwolves,Cleveland Cavaliers,1610612750,1610612739
22020,2021-02-01,0022000316,Portland Trail Blazers,Milwaukee Bucks,1610612757,1610612749
22020,2021-02-01,0022000313,Los Angeles Lakers,Atlanta Hawks,1610612747,1610612737
22020,2021-02-02,0022000322,Memphis Grizzlies,Indiana Pacers,1610612763,1610612754
22020,2021-02-02,0022000323,Toronto Raptors,Orlando Magic,1610612761,1610612753
22020,2021-02-02,0022000326,Boston Celtics,Golden State Warriors,1610612738,1610612744
22020,2021-02-02,0022000325,Detroit Pistons,Utah Jazz,1610612765,1610612762
22020,2021-02-02,0022000324,Los Angeles Clippers,Brooklyn Nets,1610612746,1610612751
22020,2021-02-02,0022000559,Portland Trail Blazers,Washington Wizards,1610612757,1610612764
22020,2021-02-03,0022000331,Washington Wizards,Miami Heat,1610612764,1610612748
22020,2021-02-03,0022000333,Houston Rockets,Oklahoma City Thunder,1610612745,1610612760
22020,2021-02-03,0022000328,Los Angeles Clippers,Cleveland Cavaliers,1610612746,1610612739
22020,2021-02-03,0022000327,Philadelphia 76ers,Charlotte Hornets,1610612755,1610612766
22020,2021-02-03,0022000330,Dallas Mavericks,Atlanta Hawks,1610612742,1610612737
22020,2021-02-03,0022000335,Phoenix Suns,New Orleans Pelicans,1610612756,1610612740
22020,2021-02-03,0022000329,Indiana Pacers,Milwaukee Bucks,1610612754,1610612749
22020,2021-02-03,0022000332,New York Knicks,Chicago Bulls,1610612752,1610612741
22020,2021-02-03,0022000336,Boston Celtics,Sacramento Kings,1610612738,1610612758
