game_id,game_date,home_team_name,home_team_id,away_team_name,away_team_id,home_team_score,away_team_score,total_points,home_team_players,away_team_players,Over_Under_Total
22000003,2020-12-23,Boston Celtics,1610612738,Milwaukee Bucks,1610612749,122,121,243,"[1628369, 202684, 1628464, 1627759, 203935, 201952, 1629684, 1629057, 1630202, 1628400, 1629035, 1629750, 1630174, 1629682]","[203114, 203507, 201572, 1628978, 201950, 1626171, 1626192, 1628391, 1627854, 1630241, 1629121, 203648, 1628470, 1629603, 1629670]",223.5
